product_id,product_name,combined_text_normalized,stratum,product_type_guess,shortlist_count,rule_status_at_select,status,classified,needs_human_review,final_category_id,final_source,confidence,run_id,deepest_stage,reached_p1,reached_2a,reached_2b,reached_judge,final_explanation
10998,ОБЛЕПИХОВОЕ МАСЛО ФЛ. 100МЛ БИОЛИТ,ОБЛЕПИХОВОЕ МАСЛО ФЛ. 100МЛ БИОЛИТ | БИОЛИТ ООО | БИОЛИТ ООО,dirty_text,other,5,needs_llm,classified,True,False,877,fallback_2b,0.65,491,fallback_2b,True,True,True,False,"Товар классифицирован как жировая эмульсия смешанного состава на основе наличия слова «масло» в названии и соответствия коду LS_INF_MNN_A06_02 из предоставленного списка. Хотя облепиховое масло часто используется наружно, в рамках заданной ветки инфузионной терапии оно отнесено к"
11063,НУТРИЭН СТАНДАРТ С ПИЩЕВЫМИ ВОЛОКНАМИ СМЕСЬ ДЛЯ ЭНТЕРАЛЬНОГО ПИТАНИЯ С НЕЙТРАЛЬНЫМ ВКУСОМ 200МЛ,НУТРИЭН СТАНДАРТ С ПИЩЕВЫМИ ВОЛОКНАМИ СМЕСЬ ДЛЯ ЭНТЕРАЛЬНОГО ПИТАНИЯ С НЕЙТРАЛЬНЫМ ВКУСОМ 200МЛ | ИНФАПРИМ ЗАО | ИНФАПРИМ ЗАО,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,491,judge,True,True,True,True,
11393,НОВОСВИТ КРЕМ-ВОСК ПРОТИВ ТРЕЩИН 75МЛ,НОВОСВИТ КРЕМ-ВОСК ПРОТИВ ТРЕЩИН 75МЛ | НАРОДНЫЕ ПРОМЫСЛЫ ООО | НАРОДНЫЕ ПРОМЫСЛЫ ООО,dirty_text,other,5,needs_llm,classified,True,False,1258,llm,0.65,508,primary_llm,True,False,False,False,"Товар классифицирован как косметическое средство против трещин, что соответствует категории ухода за кожей головы и чувствительной кожи. Несмотря на то, что крем предназначен для тела, в предоставленном шортлисте категория 1258 является наиболее подходящей из-за наличия ключевых "
11704,НЕФРОСТЕН Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. 100МЛ,НЕФРОСТЕН Р-Р Д/ПРИЕМА ВНУТРЬ ФЛ. 100МЛ | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,505,judge,True,True,True,True,
12376,НАБОР GENSURE Д/ОПР.МЕТОДОМ ИММУНОХР. АНТИГЕНА КОРОНАВИРУСА SARS-COV-2 (МАЗОК ИЗ НОСО- И РОТОГЛОТКИ) (P202011005) ВАР.ИСП.1 №1 (АНАЛОГ ПЦР ТЕСТА),НАБОР GENSURE Д/ОПР.МЕТОДОМ ИММУНОХР. АНТИГЕНА КОРОНАВИРУСА SARS-COV-2 (МАЗОК ИЗ НОСО- И РОТОГЛОТКИ) (P202011005) ВАР.ИСП.1 №1 (АНАЛОГ ПЦР ТЕСТА) | GENSURE BIOTECH INC | GENSURE BIOTECH INC,dirty_text,other,5,needs_llm,classified,True,False,1199,llm,0.95,508,primary_llm,True,False,False,False,"Товар представляет собой набор для экспресс-диагностики антигена SARS-CoV-2 методом иммунохроматографии, что полностью соответствует категории тестов экспресс-диагностики. Кандидат из shortlist с ID 1199 имеет наивысший балл и точное совпадение по ключевым признакам (антиген, маз"
12677,"МОКСОНИТЕКС ТАБЛ. П/ПЛЕН/ОБ. 0,2МГ №28","МОКСОНИТЕКС ТАБЛ. П/ПЛЕН/ОБ. 0,2МГ №28 | САЛЮТАС ФАРМА | САЛЮТАС ФАРМА",dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,499,judge,True,True,True,True,
13834,МАСЛО ЭФИРНОЕ ЛИМОНА 10МЛ НАТУРАЛЬНЫЕ МАСЛА,МАСЛО ЭФИРНОЕ ЛИМОНА 10МЛ НАТУРАЛЬНЫЕ МАСЛА | НАТУРАЛЬНЫЕ МАСЛА ООО | НАТУРАЛЬНЫЕ МАСЛА ООО,dirty_text,other,5,needs_llm,classified,True,False,1256,llm,0.85,509,primary_llm,True,False,False,False,"Товар является эфирным маслом лимона, которое относится к косметическим средствам для тела, а не к лекарственным жировым эмульсиям. Категория «Лосьоны / кремы / масла для тела» (id=1256) лучше всего подходит по назначению продукта, несмотря на более низкий эвристический балл."
13957,МАСКА МЕДИЦИНСКАЯ БАРЬЕРНЫЙ РИФ 3-Х СЛОЙНАЯ АНАТОМИЧЕСКАЯ SB С КЛАПАНОМ БЕЛАЯ №1,МАСКА МЕДИЦИНСКАЯ БАРЬЕРНЫЙ РИФ 3-Х СЛОЙНАЯ АНАТОМИЧЕСКАЯ SB С КЛАПАНОМ БЕЛАЯ №1 | HUBEI XIANMENG HEALTH PROTECTION | HUBEI XIANMENG HEALTH PROTECTION,dirty_text,other,4,needs_llm,needs_human_review,False,True,,system,,510,judge,True,True,True,True,
14508,ЛОШАДИНОЕ ЗДОРОВЬЕ КРЕМ ДЛЯ ТЕЛА ОСЕТРОВЫЙ ХОНДРОИТИН АКУЛИЙ ХРЯЩ ПИТАНИЕ ОБНОВЛЕНИЕ ТУБА 125МЛ,ЛОШАДИНОЕ ЗДОРОВЬЕ КРЕМ ДЛЯ ТЕЛА ОСЕТРОВЫЙ ХОНДРОИТИН АКУЛИЙ ХРЯЩ ПИТАНИЕ ОБНОВЛЕНИЕ ТУБА 125МЛ | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,dirty_text,other,5,needs_llm,classified,True,False,1256,llm,0.95,509,primary_llm,True,False,False,False,"Товар представляет собой крем для тела с питательным и обновляющим эффектом, что напрямую соответствует категории лосьонов и кремов для тела. Несмотря на наличие в названии компонентов хондропротекторов, форма выпуска (крем) и заявленное назначение указывают на косметическое или "
14525,ЛОШАДИНАЯ СИЛА СКРАБ ДЛЯ ТЕЛА ЛИМФОДРЕНАЖНЫЙ ДЛЯ РОСКОШНОЙ И СИЯЮЩЕЙ КОЖИ 300МЛ,ЛОШАДИНАЯ СИЛА СКРАБ ДЛЯ ТЕЛА ЛИМФОДРЕНАЖНЫЙ ДЛЯ РОСКОШНОЙ И СИЯЮЩЕЙ КОЖИ 300МЛ | ДИНА+ ООО | ДИНА+ ООО,dirty_text,other,5,needs_llm,classified,True,False,1256,fallback_2b,0.98,509,fallback_2b,True,True,True,False,"Товар представляет собой скраб для тела, который напрямую относится к категории лосьонов, кремов и масел для тела. Это косметический продукт, а не лекарственное средство или медицинское изделие."
15087,ЛИЗИНОПРИЛ ТАБЛ. 10МГ №20 ПРАНАФАРМ,ЛИЗИНОПРИЛ ТАБЛ. 10МГ №20 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,dirty_text,other,5,needs_llm,classified,True,False,182,fallback_2b,0.95,499,fallback_2b,True,True,True,False,"Товар содержит активное вещество Лизиноприл, которое является ингибитором АПФ и применяется для лечения артериальной гипертензии. Категория из шортлиста точно соответствует фармакологической группе препарата."
16079,ЛАКАЛЮТ ФИКС КРЕМ ДЛЯ ФИКСАЦИИ ЗУБНЫХ ПРОТЕЗОВ ЭКСТРАСИЛЬНЫЙ С МЯТНЫМ ВКУСОМ ТУБА 40Г,ЛАКАЛЮТ ФИКС КРЕМ ДЛЯ ФИКСАЦИИ ЗУБНЫХ ПРОТЕЗОВ ЭКСТРАСИЛЬНЫЙ С МЯТНЫМ ВКУСОМ ТУБА 40Г | ДР. ТАЙСС НАТУРВАРЕН ГМБХ | ДР. ТАЙСС НАТУРВАРЕН ГМБХ,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,495,judge,True,True,True,True,
16716,"КОРВАЛОЛ ФИТО ТАБЛ. 1,16МГ+28МГ+16,4МГ №20","КОРВАЛОЛ ФИТО ТАБЛ. 1,16МГ+28МГ+16,4МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО",dirty_text,other,5,needs_llm,classified,True,False,296,fallback_2b,0.75,501,fallback_2b,True,True,True,False,"Препарат «Корвалол Фито» является седативным средством для приема внутрь, что соответствует форме выпуска и пути введения категории LS_BLOOD_CAT_A09. Несмотря на то, что прямое терапевтическое назначение (нарушения микроциркуляции) не полностью совпадает с седативным эффектом, эт"
17131,КОЛГЕЙТ ЩЕТКА ЗУБНАЯ ТРОЙНОЕ ДЕЙСТВИЕ СРЕДНЕЙ ЖЕСТКОСТИ,КОЛГЕЙТ ЩЕТКА ЗУБНАЯ ТРОЙНОЕ ДЕЙСТВИЕ СРЕДНЕЙ ЖЕСТКОСТИ | Colgate-Palmolive | Colgate-Palmolive,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,495,judge,True,True,True,True,
18485,ИСЛАНДСКИЙ МОХ КРЕМ ДЛЯ ТЕЛА ПРИ ПРОСТУДНЫХ ЗАБОЛЕВАНИЯХ 50МЛ,ИСЛАНДСКИЙ МОХ КРЕМ ДЛЯ ТЕЛА ПРИ ПРОСТУДНЫХ ЗАБОЛЕВАНИЯХ 50МЛ | ВЕСНА ООО/КУПАВА ООО/МЕДИКОМЕД ООО | ВЕСНА ООО/КУПАВА ООО/МЕДИКОМЕД ООО,dirty_text,other,5,needs_llm,classified,True,False,1256,llm,0.95,506,primary_llm,True,False,False,False,"Товар представляет собой крем для тела, что напрямую соответствует категории косметических средств для ухода за телом. Предложенные в шортлисте категории относятся к противогрибковым препаратам, тогда как продукт позиционируется как средство при простудных заболеваниях."
18749,ИМПАЗА ТАБЛ. Д/РАССАС. №20,ИМПАЗА ТАБЛ. Д/РАССАС. №20 | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ,dirty_text,other,5,needs_llm,classified,True,False,323,llm,0.95,498,primary_llm,True,False,False,False,"Товар Импала является препаратом для лечения инфекций мочевыводящих путей (ИМП), что полностью соответствует описанию категории «Цистит и ИМП пероральные взрослые». Категория с ID 323 имеет наивысший балл в shortlist благодаря точному совпадению по МНН и назначению."
18889,ИБУПРОФЕН ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 ТАТХИМФАРМПРЕПАРАТЫ,ИБУПРОФЕН ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,dirty_text,other,5,needs_llm,classified,True,False,23,llm,0.95,500,primary_llm,True,False,False,False,"Товар содержит ибупрофен в дозировке 200 мг для взрослых, что соответствует категории жаропонижающих при простуде для взрослых. Категория с id=647 (сахароснижающие препараты) не подходит по фармакологической группе."
19189,ЗДОРОВЫЙ ВЫБОР ИМБИРНЫЙ ЧАЙ ПРИ БОЛИ В ГОРЛЕ МЯТА/СОЛОДКА Ф/П 2Г №20,ЗДОРОВЫЙ ВЫБОР ИМБИРНЫЙ ЧАЙ ПРИ БОЛИ В ГОРЛЕ МЯТА/СОЛОДКА Ф/П 2Г №20 | ФИТЭРА ООО | ФИТЭРА ООО,dirty_text,other,5,needs_llm,classified,True,False,82,fallback_2b,0.65,506,fallback_2b,True,True,True,False,"Товар позиционируется как средство при боли в горле, что напрямую соответствует нозологии указанной ветки, несмотря на то, что продукт является чаем/БАДом, а не лекарством. Это наиболее релевантная категория из предложенных кандидатов по ключевому симптому."
20643,ДЕЗЛОРАТАДИН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10,ДЕЗЛОРАТАДИН ВЕЛФАРМ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,dirty_text,other,4,needs_llm,classified,True,False,25,fallback_2b,0.85,509,fallback_2b,True,True,True,False,"Товар содержит дезлоратадин, который является активным метаболитом лоратадина и относится к той же терапевтической группе антигистаминных средств. Несмотря на то, что в подсказке категории указан именно лоратадин, дезлоратадин классифицируется в этой же ветке как средство от алле"
21497,ГЕЛЕНВЕН ФОРТЕ ГЕЛЬ ДЛЯ НОГ С ОХЛАЖДАЮЩИМ ЭФФЕКТОМ 125МЛ,ГЕЛЕНВЕН ФОРТЕ ГЕЛЬ ДЛЯ НОГ С ОХЛАЖДАЮЩИМ ЭФФЕКТОМ 125МЛ | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,dirty_text,other,5,needs_llm,classified,True,False,441,fallback_2b,0.65,508,fallback_2b,True,True,True,False,"Товар является гелем для ног с охлаждающим эффектом, что напрямую связано с симптомами усталости ног и варикоза, упомянутыми в описании категории. Несмотря на то, что это наружное средство, а не препарат для приема внутрь, ключевое слово 'ног' делает эту категорию наиболее релева"
22009,ВИТАТЕКА ФИТО-КРЕМ ДЛЯ НОГ ОХЛАЖДАЮЩИЙ ПРИ ОТЕКАХ И КАПИЛЯРНОЙ СЕТКЕ С КОНСКИМ КАШТАНОМ 75МЛ,ВИТАТЕКА ФИТО-КРЕМ ДЛЯ НОГ ОХЛАЖДАЮЩИЙ ПРИ ОТЕКАХ И КАПИЛЯРНОЙ СЕТКЕ С КОНСКИМ КАШТАНОМ 75МЛ | НАРОДНЫЕ ПРОМЫСЛЫ ООО | НАРОДНЫЕ ПРОМЫСЛЫ ООО,dirty_text,other,4,needs_llm,classified,True,False,70,fallback_2b,0.95,502,fallback_2b,True,True,True,False,"Несмотря на косметический статус товара, его функциональное назначение (снятие отеков и боли при варикозе) и активный компонент (конский каштан) полностью соответствуют категории гелей и кремов для лечения симптомов варикоза. Это единственная доступная категория в шортлисте, реле"
22872,ВАЛСАРТАН-ВЕРТЕКС ТАБЛ. П/ПЛЕН/ОБ. 160МГ №30,ВАЛСАРТАН-ВЕРТЕКС ТАБЛ. П/ПЛЕН/ОБ. 160МГ №30 | ВЕРТЕКС АО | ВЕРТЕКС АО,dirty_text,other,5,needs_llm,classified,True,False,194,fallback_2b,0.95,507,fallback_2b,True,True,True,False,"Препарат Валсартан является блокатором рецепторов ангиотензина II (БРА) и применяется для лечения артериальной гипертензии у взрослых, что полностью соответствует категории LS_CARDIO_MNN_D03_02. Несмотря на контекст неудачи с другими категориями, данная позиция из shortlist точно"
23530,БИФИДУМБАКТЕРИН ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ И МЕСТН. ПРИМ. 5ДОЗ ФЛ. №10 МИКРОГЕН,БИФИДУМБАКТЕРИН ЛИОФ. Д/СУСП. Д/ПРИЕМА ВНУТРЬ И МЕСТН. ПРИМ. 5ДОЗ ФЛ. №10 МИКРОГЕН | МИКРОГЕН | МИКРОГЕН,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,510,judge,True,True,True,True,
24455,БАХИЛЫ МЕДИЦИНСКИЕ ПОЛИЭТИЛЕНОВЫЕ АРТ.ПНД-8/1Р-С ПАРА №1 ЭЛЕГРИН,БАХИЛЫ МЕДИЦИНСКИЕ ПОЛИЭТИЛЕНОВЫЕ АРТ.ПНД-8/1Р-С ПАРА №1 ЭЛЕГРИН | ЭЛЕГРИН ООО | ЭЛЕГРИН ООО,dirty_text,other,5,needs_llm,needs_human_review,False,True,,system,,503,judge,True,True,True,True,
