product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
40,332,АИРА КОРНЕВИЩА 50г Фито-Бот ООО | Фито-Бот ООО | Фито-Бот ООО,vitamin_or_baa,,0.8,"Товар представляет собой монокомпонентное растительное сырье — корневища аира, относящееся к парафармацевтикам. Возрастных указаний нет, поэтому возрастной сегмент универсальный. Упаковка 50 г.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,растительное сырье,универсальный,,,,,,,парафармацевтики,,перорально,,,,,,универсальный,,50 г,,монокомпонентный,
41,332,"БИФРАДУАЛ 0,25мг/мл + 0,5мг/мл 20мл р-р д/ингаляций ЮжФарм ООО | ЮжФарм ООО | ЮжФарм ООО",drug,,0.8,"Препарат представляет собой комбинированный раствор для ингаляций с двумя действующими веществами, но их МНН в тексте не указаны. По названию, концентрации и лекарственной форме это бронхолитическое средство. Упаковка — 20 мл.",True,,pending_fallback,direction_select,,semantic_primary,success,ингаляционно,раствор для ингаляций,взрослые,,,Бифрадуал,,rx,,бронхолитическое средство,,ингаляционно,,раствор,,"0,25 мг/мл + 0,5 мг/мл",,взрослые,,20 мл,,true,
42,332,ГИНОКОМФОРТ КЛИМАФЕМИН таб. N20 Вертекс | Вертекс АО | Вертекс АО | N20,vitamin_or_baa,,0.68,"В тексте указан БАД «Гинокомфорт Климафемин» в форме таблеток, упаковка №20. Состав и дозировка не приведены, поэтому МНН не определяется. Препарат предназначен для взрослых и принимается внутрь.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,,,Гинокомфорт,,,,парафармацевтики,,перорально,,таблетки,,,,взрослые,,20 таблеток,,,
44,332,НОВОСВИТ патчи д/глаз жидкие Гиалуроновые 50мл Народные Промыслы | Народные промыслы | Народные промыслы,cosmetic_hygiene,,0.85,"Косметическое средство для ухода за кожей вокруг глаз. Форма выпуска — патчи, объём 50 мл. Бренд Новосвит.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,патчи,универсальный,,,Новосвит,,,,,,наружно,,,,,,универсальный,,50 мл,,,
46,332,КОЛИСТИН 80мг (1000000 ЕД) N28 порошок д/приготовления р-ра д/ингаляций Кселлия Фармасьютикалс АпС | Кселлия фармасьютикалс АпС | Кселлия фармасьютикалс АпС | N28,drug,,0.85,"Препарат представляет собой антибиотик колистин в форме порошка для ингаляционного раствора. Дозировка указана как 80 мг (1 000 000 ЕД), упаковка — N28. Явного детского сигнала нет, поэтому возрастной сегмент принят как взрослый.",True,,pending_fallback,direction_select,,semantic_primary,success,ингаляционно,порошок для приготовления раствора для ингаляций,взрослые,Колистин,,,,rx,,антибиотик (полимиксины),,ингаляционно,,порошок,,80 мг (1 000 000 ЕД),,взрослые,,N28,,,
51,332,НУТРИКОМП ДРИНК ПЛЮС смесь 200мл Nutrichem Diet und Pharma | Nutrichem diet und pharma | Nutrichem diet und pharma,other,,0.55,"Товар — питательная смесь (дринк) «Нутрикомп», объём 200 мл; активное вещество/МНН не применимо. Из текста понятны путь приёма (внутрь) и форма выпуска (смесь), возраст явно не указан.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,смесь,,,,Нутрикомп,,,,,,перорально,,смесь,,,,,,200 мл,,,
53,332,НАТУРА СИБЕРИКА ЛАБ БИОМЕ крем-сияние д/кожи вокруг глаз Антиоксидантный 10мл Натура сиберика | Натура Сиберика ООО | Натура Сиберика ООО,cosmetic_hygiene,,0.9,"Косметическое средство для кожи вокруг глаз, представлено в форме крема объёмом 10 мл. Возрастная аудитория явно не указана, поэтому возрастной сегмент определён как универсальный. Атрибуты МНН, рецептурность, нозология, дозировка и комбинированный признак для данного типа продукта не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,крем,универсальный,,,Натура Сиберика,,,,,,наружно,,крем,,,,универсальный,,10 мл,,,
55,332,"БИСОМОР 2,5мг N30 таб. покрытые пленочной оболочкой Эдж Фарма Прайвет | Эдж Фарма Прайвет Лимитед | Эдж Фарма Прайвет Лимитед | N30",drug,,0.7,"Препарат БИСОМОР представлен таблетками в пленочной оболочке по 2,5 мг, в упаковке 30 штук. Это рецептурное сердечно-сосудистое средство, предположительно относящееся к бета-адреноблокаторам; МНН в тексте не указан.",True,,pending_fallback,direction_select,,semantic_primary,success,прием внутрь,"таблетки, покрытые пленочной оболочкой",взрослые,,,Бисомор,,рецептурный,,бета-адреноблокаторы,,перорально,,таблетки,,"2,5 мг",,взрослые,,30 таблеток,,,
58,332,ЗОЛИНБЕРГ кусачки д/удаления кутикулы арт.222-091 Berg-Stahlwaren Gmbh | Berg-Stahlwaren Gmbh | Berg-Stahlwaren Gmbh,medical_device,hygiene_like,0.9,"Медицинское изделие гигиенического типа: кусачки для удаления кутикулы. Возраст не релевантен, поэтому указан как «не применимо». Клинические атрибуты, такие как МНН, форма выпуска, дозировка и нозология, не заполняются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,не применимо,,,ЗОЛИНБЕРГ,,,,,,не применимо,,не применимо,,,,не применимо,,,,,
62,332,ЭКОПЛАСТ САЛИПАД пластырь противомозольный 40х60мм N2 НордеПласт ЛСЭЗ | Нордепласт ЛСЭЗ | Нордепласт ЛСЭЗ | N2,medical_device,clinical_like,0.88,"Медицинское изделие — пластырь противомозольный, применяется наружно. Указан размер пластыря 40×60 мм и количество 2 штуки. Возрастных ограничений в тексте нет.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,пластырь,универсальный,,,Экопласт Салипад,,,,,,наружно,,пластырь,,40×60 мм,,универсальный,,2 пластыря (N2),,,
65,333,ЭКОКУРМАКС капс. липосомальный комплекс с куркумином N60 Вектор-Медика АО | Вектор-Медика АО | Вектор-Медика АО | N60,vitamin_or_baa,,0.65,"Препарат представляет собой БАД в форме капсул с куркумином; в тексте указан производитель и фасовка N60. Возрастных указаний нет, поэтому возрастной сегмент расценивается как универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,универсальный,Куркумин,,ЭКОКУРМАКС,,,,парафармацевтики,,перорально,,капсулы,,,,универсальный,,60,,,
66,333,ТРИВЕС бандаж шейный мягкий д/взрослых Т.51.01 (ТВ-003.8) р.8.3 Тривес ООО | Тривес ООО | Тривес ООО,medical_device,clinical_like,0.85,Медицинское изделие — мягкий шейный бандаж для взрослых. В тексте указан производитель Тривес и размер 8.3.,True,,pending_fallback,direction_select,,semantic_primary,success,наружно,бандаж,взрослые,,,Тривес,,,,,,наружно,,,,размер 8.3,,взрослые,,,,,
67,333,ДИКЛОФАРМ 25мг/мл 3мл N5 р-р для в/м введения ВетПром АД | ВетПром АД | ВетПром АД | N5,drug,,0.75,"В наименовании указаны концентрация, объём, лекарственная форма и способ введения — раствор для внутримышечного введения. Действующее вещество как МНН в тексте явно не читается, поэтому МНН не заполнен. Возрастных детских сигналов нет, поэтому для типичного инъекционного препарата указан возрастной сегмент «взрослые».",True,,pending_fallback,direction_select,,semantic_primary,success,внутримышечно,раствор для внутримышечного введения,взрослые,,,Диклофарм,,rx,,Нестероидное противовоспалительное средство,,внутримышечно,,раствор,,25 мг/мл,,взрослые,,3 мл №5,,монопрепарат,
74,333,НЭЙЧЕС БАУНТИ пастилки жевательные-гаммис Волосы Кожа Ногти N60 Nature's Bounty | Nature's bounty | Nature's bounty | N60,vitamin_or_baa,,0.85,"Это БАД Nature's Bounty в форме жевательных пастилок-гаммис для улучшения состояния волос, кожи и ногтей. Препарат многокомпонентный, принимается внутрь, возрастных указаний нет. В названии указана упаковка N60.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,пастилки жевательные-гаммис,универсальный,Комплекс,,НЭЙЧЕС БАУНТИ,,,,комплексные профили,,перорально,,таблетки жевательные,,,,универсальный,,N60,,комбинированный,
78,333,ЭКОЦИСТИН порошок д/приготовления р-ра д/приема внутрь 3г N7 АВВА РУС АО | АВВА РУС АО | АВВА РУС АО | N7,vitamin_or_baa,,0.6,"В тексте указаны бренд «Экоцистин», форма «порошок для приготовления раствора для приема внутрь» и дозировка 3 г. Действующее вещество не раскрыто, поэтому mnn и combination_hint не определены, а нозология задана обобщенно как нутрицевтик.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,порошок для приготовления раствора для приема внутрь,универсальный,,,Экоцистин,,,,нутрицевтики,,перорально,,порошок,,3 г,,универсальный,,N7,,,
79,333,ГЛОБАЛ ВАЙТ зубная нить со вкусом Мяты 50м Зеленая дубрава | Зеленая дубрава ЗАО | Зеленая дубрава ЗАО,medical_device,hygiene_like,0.92,"Зубная нить относится к медицинским изделиям гигиенического профиля. Бренд указан в названии, упаковка 50 м, возрастная привязка отсутствует.",True,,pending_fallback,direction_select,,semantic_primary,success,,,не применимо,,,ГЛОБАЛ ВАЙТ,,,,,,не применимо,,не применимо,,,,не применимо,,50 м,,,
80,333,ГЛОБАЛ ВАЙТ зубная нить со вкусом Арбуза 50м Зеленая дубрава | Зеленая дубрава ЗАО | Зеленая дубрава ЗАО,cosmetic_hygiene,,0.85,"Товар — зубная нить для гигиены полости рта, без лекарственного действия. Применимы только бренд, форма выпуска, способ применения и упаковка; возрастная привязка отсутствует.",True,,pending_fallback,direction_select,,semantic_primary,success,местно,зубная нить,не применимо,,,Глобал Вайт,,,,,,,,,,,,не применимо,,50 м,,,
82,333,АМРУС ТЕРМОМЕТР медицинский безртутный TVY-130 Амрус энтерпрайзис Лтд | Амрус энтерпрайзис Лтд | Амрус энтерпрайзис Лтд,medical_device,clinical_like,0.9,"Товар представляет собой медицинский безртутный термометр марки Амрус. Возрастных ограничений нет, применяется универсально. Дозировка и путь введения для данного устройства не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,термометр,универсальный,,,Амрус,,,,,,,,,,,,универсальный,,,,,
83,333,"ГАРДЕКС БЭБИ браслет от комаров с 2 сменными картриджами Нинбо Хайшу Кинвен Бизнес Ко., Лтд | Нинбо хайшу кинвен бизнес Ко Лтд | Нинбо хайшу кинвен бизнес Ко Лтд",other,,0.95,"Товар представляет собой детский браслет от комаров с двумя сменными картриджами. Большинство лекарственных атрибутов неприменимо, возрастной сегмент — дети.",True,,pending_fallback,direction_select,,semantic_primary,success,,,дети,,,ГАРДЕКС БЭБИ,,,,,,не применимо,,не применимо,,,,дети,,браслет с 2 сменными картриджами,,,
89,333,ПЕРЧАТКИ СМОТРОВЫЕ нитриловые нестерильные неопудренные голубые р.ХS N50 Жонхон Пулин Медикал Продактс Ко Лтд К | Жонхон Пулин Медикал Продактс Ко Лтд К | Жонхон Пулин Медикал Продактс Ко Лтд К | N50,medical_device,clinical_like,0.8,"Нитриловые смотровые перчатки без явного бренда; МНН, рецептурный статус, нозология и комбинация неприменимы. Форма — перчатки, размер XS, в упаковке 50 шт., применение наружное. Возрастных ограничений нет, поэтому возрастной сегмент универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,перчатки,универсальный,,,,,,,,,наружно,,,,размер XS,,универсальный,,50 штук,,,
91,334,ТИГАЦИЛ 50мг N10 лиофилизат д/приготовления р-ра д/инфузий Wyeth Lederle S.p.A | Wyeth lederle Spa | Wyeth lederle Spa | N10,drug,,0.7,"Препарат Тигацил представлен лиофилизатом для приготовления раствора для инфузий, дозировка 50 мг, в упаковке N10. В тексте не указано МНН, поэтому mnn=null. По названию и лекарственной форме определён рецептурный антибактериальный препарат для внутривенного введения.",True,,pending_fallback,direction_select,,semantic_primary,success,внутривенно,лиофилизат для приготовления раствора для инфузий,взрослые,,,Тигацил,,рецептурный,,антибактериальные средства,,внутривенно,,лиофилизат,,50 мг,,взрослые,,10,,,
97,334,НЕЙРВАНА р-р 350мл Витаукт-пром | Витаукт-Пром ООО | Витаукт-Пром ООО,vitamin_or_baa,,0.5,"Торговое название и лекарственная форма указаны в тексте, объём упаковки — 350 мл. Состав не приведён, поэтому МНН и комбинированная/монокомпонентная принадлежность не определены. Возрастная группа не указана, поэтому для БАД установлена универсальная.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,раствор,универсальный,,,Нейрвана,,,,парафармацевтики,,перорально,,раствор,,,,универсальный,,350 мл,,,
114,334,ВОТЕРДЕНТ жидкость д/ирригатора+ополаскиватель ежедневный уход Анти-кариес Тинс 500мл Зеленая дубрава | Зеленая дубрава ЗАО | Зеленая дубрава ЗАО,cosmetic_hygiene,,0.85,"Продукт относится к косметико-гигиеническим средствам для ухода за полостью рта. В тексте указана форма «жидкость», применение местно и объём 500 мл. Возрастная аудитория явно не обозначена, поэтому выбран универсальный возраст.",True,,pending_fallback,direction_select,,semantic_primary,success,местно,жидкость,универсальный,,,ВОТЕРДЕНТ,,,,,,,,,,,,универсальный,,500 мл,,,
145,334,"МЕКСИКОР 50мг/мл 5мл N20 р-р для в/в и в/м введения ГосЗМП, ФГУП | Госзмп ФГУП | Госзмп ФГУП | N20",drug,,0.72,"В названии указан торговый бренд «Мексикор» и лекарственная форма, но действующее вещество явно не читается, поэтому МНН не заполнен. Препарат представляет собой инъекционный раствор, что указывает на рецептурный отпуск и путь введения в/в и в/м; в упаковке 20 ампул по 5 мл.",True,,pending_fallback,direction_select,,semantic_primary,success,внутривенно и внутримышечно,раствор для инъекций,взрослые,,,Мексикор,,рецептурный,,,,внутримышечно,,раствор,,50 мг/мл,,взрослые,,5 мл №20,,,
224,334,ЗОЛОТОЙ КОНЕК таб. N20 ПТ. ИКОНГ Фармацевтикал Индастри КО | Пт. Иконг фармацевтикал индастри Ко | Пт. Иконг фармацевтикал индастри Ко | N20,vitamin_or_baa,,0.45,"В тексте указана БАД «Золотой конек» в форме таблеток, состав и дозировка не приведены. Поэтому МНН и точная нозология не определяются, возрасная категория выбрана универсальной.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,универсальный,,,Золотой конек,,,,нутрицевтики,,перорально,,таблетки,,,,универсальный,,N20,,,
254,334,Я САМАЯ ПАЛОЧКИ ВАТНЫЕ №200 СТАКАН | КОТТОН КЛАБ ООО | КОТТОН КЛАБ ООО,medical_device,hygiene_like,0.85,"Это ватные палочки в упаковке-стакане, 200 штук. Товар относится к гигиеническим медицинским изделиям, поэтому клинические атрибуты неприменимы. Возрастных ограничений нет.",True,,pending_fallback,direction_select,,semantic_primary,success,,,не применимо,,,Я САМАЯ,,,,,,не применимо,,не применимо,,,,не применимо,,"200 шт., стакан",,,
310,334,ЮНИДОКС СОЛЮТАБ ТАБЛ. ДИСПЕРГ. 100МГ №20 | ЗИО-ЗДОРОВЬЕ ЗАО | ЗИО-ЗДОРОВЬЕ ЗАО,drug,,0.92,"Юнидокс Солютаб — торговое название препарата с действующим веществом доксициклин, антибиотиком из группы тетрациклинов. Препарат применяется внутрь, выпускается в форме диспергируемых таблеток по 100 мг и отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки диспергируемые,взрослые,,,Юнидокс Солютаб,,rx,,антибиотик тетрациклиновой группы,,перорально,,таблетки,,100 мг,,взрослые,,20 таблеток,,,
358,334,ЭФФЕРАЛГАН ТАБЛ. ШИПУЧ. 500МГ №16 | УПСА САС | УПСА САС,drug,,0.8,"По тексту определен препарат Эффералган в форме шипучих таблеток 500 мг, упаковка №16. Действующее вещество в названии не указано, поэтому МНН не заполняется. Препарат относится к анальгетикам-антипиретикам, отпускается без рецепта и предназначен для взрослых.",True,,pending_fallback,direction_select,,semantic_primary,success,прием внутрь,таблетки шипучие,взрослые,,,Эффералган,,otc,,анальгетик-антипиретик,,перорально,,таблетки,,500 мг,,взрослые,,16 таблеток,,монопрепарат,
459,334,ЭТОРЕЛЕКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №28 | ФАРМАСИНТЕЗ АО | ФАРМАСИНТЕЗ АО,drug,,0.7,"В тексте указано торговое наименование, лекарственная форма и дозировка, но действующее вещество явно не приведено. Судя по названию и форме, это рецептурный препарат для взрослых, применяемый внутрь.",True,,pending_fallback,direction_select,,semantic_primary,success,прием внутрь,"таблетки, покрытые пленочной оболочкой",взрослые,,,Эторелекс,,rx,,НПВП (коксибы),,перорально,,таблетки,,90 мг,,взрослые,,№28,,,
638,334,ЭПИДЕРИЛ DEMODEX КРЕМ-АКТИВ ДЛЯ ЛИЦА С МЕТРОНИДАЗОЛОМ И ТРАВАМИ 100МЛ | КОСМОФАРМ ООО | КОСМОФАРМ ООО,cosmetic_hygiene,,0.8,"Средство относится к косметике для лица, поэтому МНН, рецептурный статус и нозология не применимы. Форма — крем для наружного применения, объём 100 мл; возрастная группа в названии не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,крем,не применимо,,,Эпидерил Demodex,,,,,,наружно,,крем,,,,не применимо,,100 мл,,,
681,335,"ЭНТЕГНИН-Н ТАБЛ. 0,47Г №100 | В-МИН+ ООО | В-МИН+ ООО",vitamin_or_baa,,0.6,"Препарат представляет собой БАД в форме таблеток по 0,47 г, упаковка №100. Действующее вещество в тексте не указано, поэтому МНН не заполнено; по типу отнесён к парафармацевтикам. Возрастная группа не указана, принята как универсальная.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,универсальный,,,ЭНТЕГНИН-Н,,,,парафармацевтики,,перорально,,таблетки,,"0,47 г",,универсальный,,100 таблеток,,,
711,335,ЭНАП ТАБЛ. 5МГ №20 | КРКА-РУС ООО | КРКА-РУС ООО,drug,,0.75,"Энап 5 мг №20 — рецептурный препарат, принимаемый внутрь, в форме таблеток. Относится к антигипертензивным средствам (ингибиторам АПФ), однако МНН по тексту не указан, поэтому оставлен пустым.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,,,Энап,,rx,,антигипертензивное средство (ингибитор АПФ),,перорально,,таблетки,,5 мг,,взрослые,,20 таблеток,,,
780,335,ЭМСИБЕЛ Р-Р Д/ИН. 10МГ/МЛ АМП. 1МЛ №10 | БЕЛМЕДПРЕПАРАТЫ РУП | БЕЛМЕДПРЕПАРАТЫ РУП,drug,,0.6,"В тексте указаны только торговое название и форма выпуска, действующее вещество не раскрыто, поэтому МНН и нозология не заполнены. Препарат представляет собой раствор для инъекций в ампулах по 1 мл №10 с концентрацией 10 мг/мл. Отпуск типично рецептурный, возрастной сегмент — взрослые.",True,,pending_fallback,direction_select,,semantic_primary,success,парентерально,раствор для инъекций,взрослые,,,ЭМСИБЕЛ,,rx,,,,инъекционное,,раствор,,10 мг/мл,,взрослые,,ампулы 1 мл №10,,,
868,335,ЭЛМЕКС ЩЕТКА ЗУБНАЯ ЗАЩИТА ОТ КАРИЕСА CARIES PROTECTION СРЕДНЯЯ | Trisa Ltd | Trisa Ltd,medical_device,hygiene_like,0.9,"Это зубная щетка, медицинское изделие гигиенического профиля. Бренд указан в названии, остальные фармакологические атрибуты неприменимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,универсальный,,,Элмекс,,,,,,не применимо,,не применимо,,,,универсальный,,,,,
905,335,ЭЛИДЕЛ КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 15Г | МЕДА МАНУФАКЧУРИНГ | МЕДА МАНУФАКЧУРИНГ,drug,,0.74,"По наименованию определён бренд «Элидел», лекарственная форма «крем» и концентрация 1%; наружное применение указано в тексте. Действующее вещество в названии не указано, поэтому МНН не заполнен. Препарат относится к рецептурным дерматологическим средствам, явных возрастных ограничений в тексте нет.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,крем,взрослые,,,Элидел,,рецептурный,,дерматологические средства,,наружно,,крем,,1%,,взрослые,,туба 15 г,,,
988,335,ЭКОФУЦИН СУПП. ВАГ. 100МГ №3 | ///АВВА РУС АО | ///АВВА РУС АО,drug,,0.8,"Экофуцин — противогрибковые вагинальные суппозитории по 100 мг, упаковка №3. МНН в тексте не указан, поэтому не заполнен. Препарат применяется вагинально и предназначен для взрослых.",True,,pending_fallback,direction_select,,semantic_primary,success,вагинально,суппозитории вагинальные,взрослые,,,Экофуцин,,otc,,Противогрибковое средство,,ректально,,,,100 мг,,взрослые,,№3,,,
1097,335,ЭЙ ЭНД ДИ ТЕРМОМЕТР ЭЛЕКТРОННЫЙ DT-623 С ГИБКИМ НАКОНЕЧНИКОМ | ЭЙ ЭНД ДИ | ЭЙ ЭНД ДИ,medical_device,clinical_like,0.82,"Изделие представляет собой электронный термометр с гибким наконечником, бренд ЭЙ ЭНД ДИ. МНН, рецептурный статус и нозология для медицинского изделия неприменимы. Возрастных ограничений нет, поэтому сегмент универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,,термометр электронный,универсальный,,,ЭЙ ЭНД ДИ,,,,,,,,,,,,универсальный,,,,,
1108,335,ЭЙ ЭНД ДИ ЕМКОСТЬ ДЛЯ ЛЕКАРСТВ К ИНГАЛЯТОРУ КОМПРЕССОРНОМУ CN-233 | ЭЙ ЭНД ДИ | ЭЙ ЭНД ДИ,medical_device,clinical_like,0.8,"Медицинское изделие — емкость для лекарств к компрессорному ингалятору, поэтому МНН, рецептурность и нозология не применимы. Бренд указан как «ЭЙ ЭНД ДИ», способ применения — ингаляционно. Возрастная привязка и дозировка в тексте отсутствуют.",True,,pending_fallback,direction_select,,semantic_primary,success,ингаляционно,емкость для лекарств,не применимо,,,ЭЙ ЭНД ДИ,,,,,,ингаляционно,,,,,,не применимо,,,,,
