normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc,product_id,run_id,product_kind,attr_brand,attr_dosage_form,attr_dosage,attr_administration_route,semantic_explanation,qwen_search_status,qwen_search_mnn,tool_mnn,tool_status,search_used,search_queries,search_call_count,tool_rounds,latency_ms,prompt_tokens,completion_tokens,total_tokens,tool_error,tool_model,tool_provider,tool_prompt_version,catalog_mnn_for_comparison,tool_vs_catalog_status,tool_vs_catalog_comment,tool_vs_polza_status,tool_vs_polza_comment
ШПРИЦ ИНСУЛИН. U-40 ОДНОРАЗ. 3-Х КОМП. 1МЛ ИГЛА 26G №1 SFM | СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ | СФМ ГОСПИТАЛ ПРОДАКТС ГМБХ | 26 G,,,,,,otc,,,,,,,,,1384,336,drug,SFM,,"1 мл, U-40",подкожно,"Товар представляет собой одноразовый инсулиновый шприц U-40 объёмом 1 мл с иглой 26G. Это медицинское изделие, поэтому МНН, рецептурность и нозология не применимы. Возрастная привязка отсутствует.",not_found,,,not_found,1,"[""Шприц инсулиновый U-40 одноразовый 3-х компонентный 1мл игла 26G SFM Hospital Products МНН""]",1,1,3470,802,95,897,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
"ШПРИЦ ИНСУЛИН. МИКРО-ФАЙН ПЛЮС U-100 3-Х КОМП. 0,5МЛ ИГЛА 29G №10 | БЕКТОН ДИКИНСОН | БЕКТОН ДИКИНСОН | 29 G",,,,,,,,,,,,,,,1379,336,drug,Бектон Дикинсон,,"0,5 мл; игла 29G",подкожно,"Это инсулиновый шприц объёмом 0,5 мл с иглой 29G, в упаковке №10. МНН, нозология и категория отпуска для данного товара неприменимы. Возрастных ограничений нет.",not_found,,,not_found,1,"[""Шприц инсулиновый Микро-Файн Плюс U-100 Бектон Дикинсон МНН"", ""Micro-Fine Plus U-100 insulin syringe Becton Dickinson INN""]",2,1,4949,857,127,984,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
ЦИННАБСИН ТАБЛ. Д/РАССАС. ГОМЕОП. №100 | ДОЙЧЕ ХОМЕОПАТИ-УНИОН ДХУ | ДОЙЧЕ ХОМЕОПАТИ-УНИОН ДХУ,,otc,,otc,,,,,,otc,,,,otc,1800,337,drug,Циннабсин,таблетки,,перорально,"Из текста извлекаются форма выпуска (таблетки для рассасывания) и количество (№100). Активное вещество не указано, поэтому МНН не определяется. Гомеопатический препарат, без детских указаний, поэтому возрастная группа — взрослые.",not_found,,,not_found,1,"[""Циннабсин таблетки для рассасывания гомеопатические МНН состав""]",1,1,3795,743,82,825,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
ШПРИЦ ИНЕКТА ИНСУЛИН. ОДНОРАЗ. 3-КОМП. 1МЛ ИГЛА 26G №1 | БЕЙДЖИНГ ФОРНЁРС МЕДИКАЛ ЭКВИПМЕНТ КО. | БЕЙДЖИНГ ФОРНЁРС МЕДИКАЛ ЭКВИПМЕНТ КО. | 26 G,,,,,,,,,,,,,,,1402,336,drug,Инекта,,1 мл; игла 26G,инъекционное,"Инсулиновый одноразовый шприц объемом 1 мл с иглой 26G, упаковка №1. МНН, рецептурный статус, нозология и комбинация не применимы для данного товара.",not_found,,,not_found,1,"[""ШПРИЦ ИНЕКТА ИНСУЛИН одноразовый 3-комп 1мл игла 26G МНН"", ""шприц инсулиновый МНН международное непатентованное наименование""]",2,1,4937,943,140,1083,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
ЦЕРЕБРОЛИЗАТ Р-Р ДЛЯ В/М ВВЕД. АМП. 1МЛ №10 БЕЛМЕДПРЕПАРАТЫ | БЕЛМЕДПРЕПАРАТЫ РУП | БЕЛМЕДПРЕПАРАТЫ РУП,,rx,Мозга крупного рогатого скота гидролизат,rx,,,,,,rx,,,Мозга крупного рогатого скота гидролизат,rx,1989,337,drug,Церебролизат,раствор,1 мл,внутримышечно,"Препарат «Церебролизат» выпускается в виде раствора для внутримышечного введения в ампулах по 1 мл, упаковка №10. МНН в названии не указано, поэтому mnn не заполнен; по применению это ноотропное средство, отпускается по рецепту.",found,Мозга крупного рогатого скота гидролизат,Церебролизат,found,1,"[""Церебролизат МНН действующее вещество"", ""Церебролизат раствор для внутримышечного введения ампулы 1мл Белмедпрепараты инструкция""]",2,1,4918,863,134,997,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Мозга крупного рогатого скота гидролизат,conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
ХОНСАТ Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ АМП. 2МЛ №5 | Армавирская биологическая фабрика/Эллара ООО | Армавирская биологическая фабрика/Эллара ООО,,rx,Хондроитина сульфат,rx,Хондроитина сульфат,rx,,,Хондроитина сульфат натрия,rx,,,Хондроитина сульфат,rx,2148,337,drug,Хонсат,раствор,100 мг/мл,внутримышечно,"Судя по названию и лекарственной форме, это инъекционный хондропротектор: раствор для в/м введения 100 мг/мл в ампулах по 2 мл №5. Действующее вещество в тексте не указано, поэтому МНН не заполнен. Препарат отпускается по рецепту.",found,Хондроитина сульфат,,not_found,1,"[""ХОНСАТ раствор для внутримышечного введения 100 мг/мл ампулы 2 мл МНН""]",1,1,3498,760,86,846,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Хондроитина сульфат,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ХЛОРОФИЛЛИПТ ТАБЛ. Д/РАССАС. 25МГ №20 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,без рецепта,Эвкалипта листьев экстракт,otc,Эвкалипта листьев экстракт,otc,,,Листья эвкалипта,otc,,,Эвкалипта листьев экстракт,otc,2249,338,drug,Хлорофиллипт,таблетки,25 мг,сублингвально,"Идентифицированы таблетки для рассасывания 25 мг, упаковка №20. МНН в тексте не указан, поэтому оставлен null. Препарат без рецепта, детский возрастной сигнал отсутствует, указан типичный сегмент — взрослые.",found,хлорофиллипт,,not_found,1,"[""Хлорофиллипт таблетки для рассасывания 25 мг МНН действующее вещество"", ""Хлорофиллипт МНН chlorophyllipt INN active substance""]",2,1,4397,795,130,925,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Эвкалипта листьев экстракт,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ФУРАЦИЛИН ТАБЛ. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,,otc,Нитрофурал,otc,,,,,Прокаин,otc,,,,otc,2630,338,drug,,таблетки,20 мг,наружно,"Препарат Фурацилин (нитрофурал) — антисептик, выпускается в форме таблеток для приготовления раствора для местного и наружного применения. Дозировка 20 мг, в упаковке 10 таблеток, отпускается без рецепта. Возрастной сегмент — взрослые.",found,нитрофурал,Нитрофурал,found,1,"[""Фурацилин МНН действующее вещество"", ""Фурацилин таблетки 20 мг Ирбитский ХФЗ МНН""]",2,1,4529,857,123,980,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,tool_only,MNN только у модели,normalized_match,совпали после нормализации
ФОСФОГЛИВ КАПС. №96 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Глицирризиновая кислота + Фосфолипиды,otc,Фосфолипиды + Глицирризиновая кислота,otc,"Фосфолипиды, Глицирризиновая кислота",rx,,otc,,,"Глицирризиновая кислота, Фосфолипиды",otc,2811,338,drug,Фосфоглив,капсулы,,перорально,"Препарат распознан как Фосфоглив в форме капсул, упаковка №96. Это комбинированный гепатопротектор без явного указания МНН в тексте, поэтому МНН не заполнено.",found,Глицирризиновая кислота + Фосфолипиды,,not_found,1,"[""ФОСФОГЛИВ МНН капсулы Фармстандарт-Лексредства""]",1,1,3933,730,81,811,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Глицирризиновая кислота, Фосфолипиды",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ФУРАЦИЛИН ПОР. Д/Р-РА Д/МЕСТН. И НАРУЖ. ПРИМ. 20МГ ПАКЕТ №10 МЕЛИГЕН | МЕЛИГЕН ФП | МЕЛИГЕН ФП,,otc,Нитрофурал,otc,Витамин Е + Ретинол,otc,,,,,,,,otc,2640,338,drug,Мелиген ФП,порошок,20 мг,наружно,"Текст однозначно указывает на препарат Фурацилин (нитрофурал) в форме порошка для приготовления раствора для местного и наружного применения в пакетах №10 по 20 мг. Это безрецептурный антисептик, монокомпонентный; бренд/производитель — Мелиген ФП.",found,Нитрофурал,Нитрофурал,found,1,"[""Фурацилин МНН действующее вещество"", ""Фурацилин пор. д/р-ра д/местн. и наруж. прим. 20мг Мелиген МНН""]",2,1,4110,833,134,967,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,,tool_only,MNN только у модели,exact_match,полное совпадение с Polza
"ФОРМИСОНИД ПОР. Д/ИНГ. ДОЗИР. 160МКГ+4,5МКГ/ДОЗА №60 С ИНГАЛЯТОРОМ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО",,rx,,,Будесонид + Формотерол,rx,"Будесонид, Формотерол",rx,Будесонид,rx,,,"Будесонид, Формотерол",rx,2930,339,drug,Формисонид,порошок,"160 мкг + 4,5 мкг/доза",ингаляционно,"Препарат представляет собой дозированный порошок для ингаляций с комбинированной дозировкой 160+4,5 мкг/доза, в упаковке 60 доз с ингалятором. Явное МНН в тексте не указано, поэтому mnn не заполнен. Это рецептурное ингаляционное средство.",found,будесонид + формотерол,,not_found,1,"[""ФОРМИСОНИД пор. д/инг. дозир. 160мкг+4,5мкг/доза №60 МНН"", ""Формисонид МНН действующее вещество""]",2,1,4194,903,132,1035,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,"Будесонид, Формотерол",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ФОРОЗА ТАБЛ. П/ПЛЕН/ОБ. 70МГ №12 НОВАРТИС | НОВАРТИС НЕВА ООО | НОВАРТИС НЕВА ООО,,rx,Алендроновая кислота,rx,Алендроновая кислота,rx,Алендроновая кислота,rx,Алендроновая кислота,rx,,,Алендроновая кислота,rx,2906,338,drug,Фороза,таблетки,70 мг,перорально,"Препарат «Фороза» выпускается в таблетках, покрытых плёночной оболочкой, по 70 мг, в упаковке №12. Действующее вещество в тексте не указано, поэтому mnn и nosology не заполнены. Это рецептурный препарат для приёма внутрь у взрослых.",found,алендроновая кислота,,not_found,1,"[""Фороза таблетки 70 мг МНН действующее вещество""]",1,1,3013,714,72,786,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Алендроновая кислота,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ФОРМИДРОН Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. ФЛ. 50МЛ ЯРОСЛАВСКАЯ ФФ | ЯРОСЛАВСКАЯ ФФ | ЯРОСЛАВСКАЯ ФФ,,otc,Формальдегид,otc,Формальдегид,otc,Формальдегид,,Формальдегид,otc,,,Формальдегид,otc,2936,339,drug,Формидрон,раствор,,наружно,"Формидрон представлен как спиртовой раствор для наружного применения во флаконе 50 мл. Действующее вещество по МНН в тексте не указано, поэтому mnn не заполнен. Средство относится к безрецептурным антисептикам и типично используется у взрослых.",found,Формальдегид,,not_found,1,"[""ФОРМИДРОН МНН действующее вещество""]",1,1,3118,714,68,782,,deepseek-v4-pro,deepseek,mnn_tool_search_v1,Формальдегид,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
