product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
3478,383,ФИМИЦИЛ ПСИЛЛИУМ+СЛИВА ПОР Д/ПРИЕМА ВНУТРЬ ПАКЕТ-САШЕ 5Г №12 | ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,vitamin_or_baa,,0.9,"Судя по названию, это БАД с псиллиумом и сливой в форме порошка для приема внутрь. МНН присвоен по доминирующему компоненту (псиллиум), форма и дозировка отражены из текста. Возраст не указан, поэтому выбран универсальный сегмент.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,порошок для приема внутрь,универсальный,Псиллиум,,ФИМИЦИЛ,,не применимо,,отдельные нутриенты,,перорально,,порошок,,5 г,,универсальный,,пакет-саше 5 г №12,,монокомпонентный,
4254,383,ТУРАМИН ХРОМ КАПС. №90 | ВИС ООО | ВИС ООО,vitamin_or_baa,,0.8,"БАД «Турамин Хром» содержит хром как действующий компонент, поэтому mnn указан как «Хром». Форма выпуска — капсулы, в упаковке 90 штук. Возраст не указан, поэтому возрастной сегмент — универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,универсальный,Хром,,Турамин,,не применимо,,отдельные нутриенты,,перорально,,капсулы,,,,универсальный,,90 капсул,,монокомпонентный,
5181,383,"ТЕВАГРАСТИМ Р-Р ДЛЯ В/В П/К ВВЕД. 60 МЛН.МЕ/МЛ ШПРИЦ 0,8МЛ №1+УСТР. БЕЗОП. ИГЛ | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.",drug,,0.78,"ТЕВАГРАСТИМ — рецептурный раствор для внутривенного и подкожного введения в шприце 0,8 мл №1 с защитой иглы. МНН в тексте явно не указан, поэтому не заполнен.",True,,pending_fallback,direction_select,,semantic_primary,success,внутривенно; подкожно,раствор для внутривенного и подкожного введения,взрослые,,,Теваграстим,,rx,,стимулятор лейкопоэза,,внутривенно,,раствор,,"60 млн МЕ/мл; 0,8 мл",,взрослые,,"шприц 0,8 мл №1 с устройством безопасности иглы",,,
5212,383,ТАУРИН 1000 ТАБЛ. П/О ПО 1545МГ №30 | КВАДРАТ-С ООО | КВАДРАТ-С ООО,vitamin_or_baa,,0.88,"Монокомпонентный БАД «Таурин 1000» содержит таурин в дозировке 1000 мг в таблетках, покрытых оболочкой, по 1545 мг, №30. Возрастная категория в наименовании явно не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые оболочкой",универсальный,Таурин,,Таурин 1000,,не применимо,,отдельные нутриенты,,перорально,,таблетки,,1000 мг,,универсальный,,№30,,монокомпонентный,
9115,383,ПРАЙМ КРАФТ КОЛЛАГЕН МОРСКОЙ РЫБНЫЙ НАТУРАЛЬНЫЙ (БЕЗ ДОБАВОК) КАПС. ПО 630МГ №180 | БАРГУС ПРОДАКШН ООО | БАРГУС ПРОДАКШН ООО,vitamin_or_baa,,0.92,"Монокомпонентный БАД с морским коллагеном в капсулах по 630 мг, без возрастных указаний. Препарат предназначен для приема внутрь, упаковка содержит 180 капсул.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,универсальный,Коллаген,,ПРАЙМ КРАФТ,,не применимо,,отдельные нутриенты,,перорально,,капсулы,,630 мг,,универсальный,,180 капсул,,монокомпонентный,
15375,383,"ЛЕЦИТИН НАШ С РАСТОРОПШЕЙ КАПС. ПО 0,35Г №60 | ЮВИКС-ФАРМ ООО | ЮВИКС-ФАРМ ООО",vitamin_or_baa,,0.78,"Комбинированный БАД с преобладанием лецитина и добавлением расторопши, выпускается в капсулах по 0,35 г, в упаковке №60. Возрастных указаний нет, поэтому возрастной сегмент универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,универсальный,Лецитин,,Лецитин Наш,,не применимо,,нутрицевтики,,перорально,,капсулы,,"0,35 г",,универсальный,,60 капсул,,монокомпонентный,
15379,383,ЛЕЦИТИН НАШ ПОР. 120Г | ЮВИКС-ФАРМ ООО | ЮВИКС-ФАРМ ООО,vitamin_or_baa,,0.85,"Монокомпонентная БАД на основе лецитина в форме порошка массой 120 г. Указания на возраст отсутствуют, поэтому возрастной сегмент универсальный. Доза на приём не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,порошок,универсальный,Лецитин,,Наш,,не применимо,,отдельные нутриенты,,перорально,,порошок,,,,универсальный,,120 г,,монокомпонентный,
20899,383,"ГОНАЛ-Ф Р-Р ДЛЯ П/К ВВЕД. 66МКГ/1,5МЛ (900МЕ) ШПРИЦ-РУЧКА 1,5МЛ №1 +ИГЛЫ №20 | МЕРК СЕРОНО С.П.А. | МЕРК СЕРОНО С.П.А.",drug,,0.85,"По тексту определены торговое наименование, путь введения, форма выпуска, дозировка и упаковка. МНН явно не указано, поэтому mnn оставлен пустым. Препарат рецептурный и предназначен для взрослых.",True,,pending_fallback,direction_select,,semantic_primary,success,подкожно,раствор для подкожного введения,взрослые,,,Гонал-Ф,,rx,,гонадотропины,,подкожно,,раствор,,"66 мкг/1,5 мл (900 МЕ)",,взрослые,,"шприц-ручка 1,5 мл №1 + иглы №20",,монопрепарат,
22703,383,"ВЕЛГИЯ Р-Р П/К ВВЕД. 2,4МГ/ДОЗА ШПРИЦ-РУЧКА 3МЛ №1+ИГЛА №5 | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО",drug,,0.72,"Препарат Велгия представлен как раствор для подкожного введения в шприц-ручке, дозировка и форма выпуска читаются в тексте. Действующее вещество явно не указано, поэтому МНН и терапевтический класс не заполнены. Это рецептурный инъекционный препарат для взрослых.",True,,pending_fallback,direction_select,,semantic_primary,success,подкожно,раствор для подкожного введения,взрослые,,,Велгия,,rx,,,,подкожно,,раствор,,"2,4 мг/доза",,взрослые,,шприц-ручка 3 мл №1 + игла №5,,,
36,384,ТАУФОН ТАБС ЛЮТЕИН N120 таб. покрытые пленочной оболочкой Фармстандарт-УфаВИТА ОАО | Фармстандарт-Уфавита ОАО | Фармстандарт-Уфавита ОАО | N120,vitamin_or_baa,,0.85,"Препарат представляет собой комбинированный БАД для поддержания зрения: в названии указаны таурин и лютеин, основным действующим компонентом выбран таурин. Лекарственная форма — таблетки, покрытые пленочной оболочкой, для приема внутрь; возрастных ограничений в тексте нет, поэтому сегмент универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые пленочной оболочкой",универсальный,Лютеин,,Тауфон Табс Лютеин,,не применимо,,отдельные нутриенты,,перорально,,таблетки,,,,универсальный,,120 таблеток,,монокомпонентный,
5457,384,СУПРАДИН КИДС ИММУНО ПАСТИЛКИ ЖЕВАТ. 5Г №30 | Ф.ХУНЦИКЕР &КО./АМАФАРМ ГМБХ | Ф.ХУНЦИКЕР &КО./АМАФАРМ ГМБХ,vitamin_or_baa,,0.8,"Супрадин Кидс Иммуно — жевательные пастилки для детей, относящиеся к комплексным витаминно-минеральным средствам. МНН указан как «Комплекс», так как явного единственного действующего вещества в тексте нет. Дозировка активных компонентов в предоставленном тексте не раскрыта.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,пастилки жевательные,дети,Комплекс,,Супрадин Кидс Иммуно,,не применимо,,комплексные профили,,перорально,,таблетки жевательные,,,,дети,,30 пастилок,,многокомпонентный витаминно-минеральный комплекс,
12032,384,НАУ ФУДС ДЕЙЛИ ВИТС ТАБЛ. П/О №100 | NOW INTERNATIONAL | NOW INTERNATIONAL,vitamin_or_baa,,0.82,"Мультивитаминный комплекс Daily Vits от NOW Foods, форма — таблетки в оболочке, в упаковке 100 штук. Состав и дозировки в тексте не раскрыты, поэтому МНН указан как «Комплекс», а возрастной сегмент не сужен.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые оболочкой",универсальный,Комплекс,,NOW Foods,,не применимо,,комплексные профили,,перорально,,таблетки,,,,универсальный,,100 таблеток,,многокомпонентный витаминно-минеральный комплекс,
13321,384,МЕТОРТРИТ Р-Р Д/ИН. 10МГ/МЛ ШПРИЦ 1МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.,drug,,0.7,"Препарат представлен как раствор для инъекций 10 мг/мл в шприце 1 мл. МНН по тексту не читается, поэтому не указан. Отпуск предположительно рецептурный.",True,,pending_fallback,direction_select,,semantic_primary,success,инъекционно,раствор для инъекций,взрослые,,,Метотрит,,rx,,,,инъекционное,,раствор,,10 мг/мл,,взрослые,,шприц 1 мл №1,,,
16340,384,КУРКУМИН 150МГ КАПС. ПО 400МГ №30 ГРИН САЙД | ГРИН САЙД ООО | ГРИН САЙД ООО,vitamin_or_baa,,0.84,"Товар — монокомпонентный БАД с куркумином в дозировке 150 мг, в форме капсул, упаковка 30 штук. Возрастных указаний нет, поэтому возрастной сегмент универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,универсальный,Куркумин,,Грин Сайд,,не применимо,,отдельные нутриенты,,перорально,,капсулы,,150 мг,,универсальный,,30 капсул,,монокомпонентный,
16606,384,КОЭНЗИМ Q10 ТАБЛ. 60МГ №30 ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,vitamin_or_baa,,0.9,"Препарат является монокомпонентным БАД с коэнзимом Q10 в форме таблеток по 60 мг, упаковка №30. Возрастных указаний нет, поэтому возрастной сегмент универсальный.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,универсальный,Коэнзим Q10,,Эвалар,,не применимо,,отдельные нутриенты,,перорально,,таблетки,,60 мг,,универсальный,,30 таблеток,,монокомпонентный,
16942,384,КОМПЛИВИТ ТАБЛ. П/ПЛЕН/ОБ. С ПОНИЖ. СОД. САХАРА №60 | ФАРМСТАНДАРТ-УФАВИТА ОАО | ФАРМСТАНДАРТ-УФАВИТА ОАО,vitamin_or_baa,,0.87,"Компливит — многокомпонентный витаминно-минеральный комплекс, поэтому mnn указан как «Комплекс», а nosology — «комплексные профили». Форма выпуска и путь введения определяются по тексту: таблетки в плёночной оболочке, внутрь. Возраст и дозировка явно не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,"таблетки, покрытые плёночной оболочкой",универсальный,Комплекс,,Компливит,,не применимо,,комплексные профили,,перорально,,таблетки,,,,универсальный,,60 таблеток,,многокомпонентный витаминно-минеральный комплекс,
21183,384,ГИПОСАРТ ТАБЛ. 32МГ №28 | ПОЛЬФАРМА АО | ПОЛЬФАРМА АО,drug,,0.75,"Препарат Гипосарт представлен в форме таблеток по 32 мг, упаковка №28. Явное действующее вещество в тексте не указано, поэтому МНН не заполнено. По названию и группе «Сердце и сосуды» определён как антигипертензивное средство, отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,,,Гипосарт,,rx,,антигипертензивное средство,,перорально,,таблетки,,32 мг,,взрослые,,№28 (28 таблеток),,,
25286,384,АСКОРБИНКА ФАРМ-ТИГОДА ТАБЛ. ЖЕВАТ. СО ВКУСОМ КЛУБНИКИ №10 | ФАРМ-ТИГОДА ООО | ФАРМ-ТИГОДА ООО,vitamin_or_baa,,0.85,"Монокомпонентный витаминный препарат на основе аскорбиновой кислоты. Форма выпуска — жевательные таблетки для приёма внутрь, дозировка не указана. Возрастных ограничений в тексте нет.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки жевательные,универсальный,Аскорбиновая кислота,,Аскорбинка Фарм-Тигода,,не применимо,,отдельные нутриенты,,перорально,,таблетки жевательные,,,,универсальный,,10 таблеток,,монокомпонентный,
25424,384,АРТОГИСТАН Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,drug,,0.75,"Препарат представлен раствором для внутримышечного введения; в названии указаны концентрация 100 мг/мл и ампулы по 2 мл №10. МНН по тексту не определяется, поэтому он оставлен пустым; вероятная группа — хондропротекторы, так как средство относится к опорно-двигательному аппарату.",True,,pending_fallback,direction_select,,semantic_primary,success,внутримышечно,раствор для внутримышечного введения,взрослые,,,Артогистан,,rx,,хондропротекторы,,внутримышечно,,раствор,,100 мг/мл,,взрослые,,ампулы 2 мл №10,,,
