normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc,product_id,run_id,product_kind,attr_brand,attr_dosage_form,attr_dosage,attr_administration_route,semantic_explanation,qwen_search_status,qwen_search_mnn,tool_mnn,tool_status,search_used,search_queries,search_call_count,tool_rounds,latency_ms,prompt_tokens,completion_tokens,total_tokens,tool_error,tool_model,tool_provider,tool_prompt_version,catalog_mnn_for_comparison,tool_vs_catalog_status,tool_vs_catalog_comment,tool_vs_polza_status,tool_vs_polza_comment
"ТИЗОПТАН КАПЛИ ГЛАЗН. 0,3МГ/МЛ+5МГ/МЛ ФЛ. 3МЛ №1 | СЕНТИСС ФАРМА ПВТ. ЛТД. | СЕНТИСС ФАРМА ПВТ. ЛТД.",,rx,Биматопрост + Тимолол,rx,Биматопрост* + Тимолол,rx,"Биматопрост, Тимолол",rx,Тимолол,rx,,,"Тимолол, Биматопрост",rx,4808,342,drug,Тизоптан,капли,"0,3 мг/мл + 5 мг/мл",офтальмологический,"Комбинированные глазные капли «Тизоптан»; в тексте указаны только торговое название, концентрации и объём, без МНН. Препарат относится к противоглаукомным средствам и отпускается по рецепту.",found,Биматопрост + Тимолол,,not_found,1,"[""ТИЗОПТАН капли глазные 0,3мг/мл+5мг/мл МНН"", ""ТИЗОПТАН СЕНТИСС ФАРМА состав действующее вещество"", ""ТИЗОПТАН капли глазные МНН"", ""ТИЗОПТАН глазные капли 0.3 мг/мл 5 мг/мл действующее вещество""]",4,2,144921,1887,1105,2992,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Тимолол, Биматопрост",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ТИМОГЕН Р-Р ДЛЯ В/М ВВЕД. 100МКГ/МЛ АМП. 1МЛ №5 | ЦИТОМЕД МБНПК | ЦИТОМЕД МБНПК,,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,,,Альфа-глутамил-триптофан,rx,4782,342,drug,Тимоген,раствор,100 мкг/мл,внутримышечно,"Препарат Тимоген выпускается в виде раствора для внутримышечного введения в ампулах по 1 мл с концентрацией 100 мкг/мл. МНН в тексте явно не указан, поэтому оставлен пустым. Возрастных указаний нет, для типичного лекарственного средства выбран взрослый сегмент.",found,альфа-глутамил-триптофан,,not_found,1,"[""ТИМОГЕН раствор для внутримышечного введения 100 мкг/мл МНН действующее вещество"", ""Тимоген МНН""]",2,2,72776,1635,452,2087,,qwen3.8-max,dashscope,mnn_tool_search_v1,Альфа-глутамил-триптофан,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ТЕРБИНАФИН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 30Г ОКСФОРД ЛАБОРАТОРИЗ | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД,Тербинафин,otc,Тербинафин,otc,,,Тербинафин,,,,,,Тербинафин,,4977,342,drug,,крем,1%,наружно,"Препарат содержит тербинафин в форме 1% крема для наружного применения, применяется при грибковых инфекциях кожи. Отпускается без рецепта.",found,тербинафин,Тербинафин,found,1,"[""ТЕРБИНАФИН крем для наружного применения 1% МНН"", ""Тербинафин МНН terbinafine""]",2,2,73158,1729,485,2214,,qwen3.8-max,dashscope,mnn_tool_search_v1,Тербинафин,exact_match,полное совпадение строк,normalized_match,совпали после нормализации
"ТЕРАФЛЮ ОТ ГРИППА И ПРОСТУДЫ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН ПАК. 22,1Г №10 | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН",,безрецептурный,Парацетамол + Фенирамин + Фенилэфрин,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,"Парацетамол, Аскорбиновая кислота, Фенирамин, Фенилэфрин",,,otc,,,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",otc,4998,342,drug,Терафлю,порошок,,перорально,"Наименование и форма выпуска указывают на противопростудное средство для приема внутрь. Действующие вещества в тексте не приведены, поэтому МНН и дозировка активного компонента не заполнены. Препарат отпускается без рецепта.",found,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,,not_found,1,"[""ТЕРАФЛЮ ОТ ГРИППА И ПРОСТУДЫ МНН состав"", ""Терафлю от гриппа и простуды порошок МНН паракетамол фенилэфрин фенирамин"", ""Терафлю от гриппа и простуды МНН""]",3,2,100929,1857,386,2243,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
СТРЕГА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №7 | Синтон Испания С.Л. | Синтон Испания С.Л.,,rx,Левоцетиризин,otc,,,Левоцетиризин,,Левоцетиризин,otc,,,Левоцетиризин,otc,5672,343,drug,Стрега табс,таблетки,5 мг,перорально,"В тексте указаны торговая марка «Стрега табс», лекарственная форма «таблетки, покрытые пленочной оболочкой», дозировка 5 мг и упаковка №7. Действующее вещество явно не приведено, поэтому МНН не заполнен. Препарат относится к урологическим лекарственным средствам, принимается внутрь и предназначен для взрослых.",found,Левоцетиризин,,not_found,1,"[""СТРЕГА ТАБС таблетки 5 мг МНН Синтон Испания"", ""Стрега табс 5 мг таблетки действующее вещество МНН""]",2,2,71131,1587,307,1894,,qwen3.8-max,dashscope,mnn_tool_search_v1,Левоцетиризин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
ТЕМПОНОРМ ФЛЮ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 325МГ+10МГ+20МГ+50МГ ПАК. №5 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,,безрецептурный,,,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,,,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",otc,5083,342,drug,Темпонорм Флю,порошок,325 мг + 10 мг + 20 мг + 50 мг,перорально,"Комбинированный порошок для приема внутрь применяется при симптомах простуды/ОРВИ; в тексте указаны только дозировки без названий действующих веществ, поэтому МНН не заполнен. Явных возрастных маркеров нет, но для типичного средства от простуды выбрано взрослое применение. Препарат относится к безрецептурным симптоматическим средствам.",found,парацетамол + фенилэфрин + фенирамин + аскорбиновая кислота,,not_found,1,"[""ТЕМПОНОРМ ФЛЮ порошок для приема внутрь 325мг+10мг+20мг+50мг состав МНН"", ""ТЕМПОНОРМ ФЛЮ ФАРМВИЛАР действующие вещества"", ""ТЕМПОНОРМ ФЛЮ порошок состав"", ""Темпонорм Флю парацетамол фенирамин аскорбиновая кислота римантадин""]",4,2,132392,2091,441,2532,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"ТЕВАГРАСТИМ Р-Р ДЛЯ В/В П/К ВВЕД. 60 МЛН.МЕ/МЛ ШПРИЦ 0,8МЛ №1+УСТР. БЕЗОП. ИГЛ | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.",,рецептурный,,,Филграстим,rx,Филграстим,rx,Филграстим,rx,,,Филграстим,rx,5181,342,drug,Теваграстим,раствор,60 млн МЕ/мл,внутривенно,"Препарат Теваграстим — раствор для внутривенного и подкожного введения в шприце 0,8 мл с концентрацией 60 млн МЕ/мл и устройством безопасности иглы. МНН в тексте не указан, поэтому поле mnn оставлено пустым. Отпускается по рецепту.",found,Филграстим,Филграстим,found,1,"[""ТЕВАГРАСТИМ МНН препарат"", ""Tevagrastim INN filgrastim"", ""Теваграстим действующее вещество филграстим""]",3,2,108943,1711,799,2510,,qwen3.8-max,dashscope,mnn_tool_search_v1,Филграстим,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
СУПРИМА-БРОНХО СИРОП ФЛ. 100МЛ | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,otc,,otc,,,"Дихлорбензиловый спирт, Амилметакрезол",,,otc,,,"Дихлорбензиловый спирт, Амилметакрезол",otc,5429,342,drug,Суприма-Бронхо,сироп,,перорально,"Препарат представлен как сироп от кашля, применяется внутрь. Явных действующих веществ в тексте нет, поэтому МНН не указано. Возраст явно не обозначен; по умолчанию для типичного лекарственного средства выбран сегмент взрослые.",not_found,,,not_found,1,"[""СУПРИМА-БРОНХО сироп МНН состав Шрея Лайф Саенсиз"", ""Суприма-Бронхо сироп МНН""]",2,2,71128,1675,341,2016,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Дихлорбензиловый спирт, Амилметакрезол",catalog_only,MNN только у каталогов,polza_not_found_baseline,baseline Polza не found — пропуск
СИНТОМИЦИН ЛИНИМЕНТ 10% ТУБА 25Г НИЖФАРМ | НИЖФАРМ ОА | НИЖФАРМ ОА,,otc,"D,L-хлорамфеникол",otc,"Хлорамфеникол [D,L]",rx,,,Хлорамфеникол,rx,,,"Хлорамфеникол [D,L]",rx,6583,344,drug,Синтомицин,,10%,наружно,"Торговое наименование «Синтомицин», лекарственная форма — линимент 10% в тубе 25 г. Средство применяется наружно, отпускается без рецепта. В названии нет однозначного МНН, поэтому mnn не указан.",found,Хлорамфеникол,,not_found,1,"[""Синтомицин линимент 10% МНН"", ""Синтомицин МНН хлорамфеникол""]",2,2,70419,1586,318,1904,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Хлорамфеникол [D,L]",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
СИНУСЭФРИН СПРЕЙ НАЗ. ФЛ. 15МЛ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,,otc,Дексаметазон + Неомицин + Полимиксин B + Фенилэфрин,rx,Дексаметазон* + Неомицин* + Полимиксин B* + Фенилэфрин,rx,"Неомицин, Полимиксин В, Дексаметазон, Фенилэфрин",rx,,rx,,,"Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B",rx,6569,344,drug,Синусэфрин,спрей,,назальный,"В тексте указаны торговое название, лекарственная форма и путь введения, но не указано действующее вещество, поэтому МНН не заполнен. Препарат относится к типичным безрецептурным назальным средствам от насморка.",found,Дексаметазон + Неомицин + Полимиксин B + Фенилэфрин,,not_found,1,"[""СИНУСЭФРИН спрей назальный МНН"", ""Синуэфрин Тульская фармацевтическая фабрика состав МНН"", ""Синуэфрин спрей назальный действующее вещество""]",3,2,100448,1742,301,2043,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"СПАЗМОФАРМ Р-Р ДЛЯ В/М ВВЕД. 500МГ/МЛ+2МГ/МЛ+0,02МГ/МЛ АМП. 5МЛ №10 | ВетПром АД | ВетПром АД",,rx,,,Метамизол натрия + Питофенон + Фенпивериния бромид,rx,,,Метамизол натрия,rx,,,"Метамизол натрия, Питофенон, Фенпивериния бромид",rx,6000,343,drug,Спазмофарм,раствор,"500 мг/мл + 2 мг/мл + 0,02 мг/мл",внутримышечно,"Препарат — раствор для внутримышечного введения, содержащий три компонента в мг/мл, но их названия в тексте не указаны. Название и форма указывают на спазмолитическое средство, а производитель ВетПром позволяет предположить ветеринарное применение.",found,метамизол натрия + питофенон + фенпивериния бромид,,not_found,1,"[""СПАЗМОФАРМ раствор для внутримышечного введения 500мг/мл 2мг/мл 0,02мг/мл ВетПром МНН состав"", ""Spasmopharm VetProm ampoules metamizole pitofenone fenpiverinium INN"", ""СПАЗМОФАРМ ВетПром состав метамизол питофенон фенпивериния бромид"", ""Spasmopharm VetProm metamizole pitofenone fenpiverinium""]",4,2,134317,2212,509,2721,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Метамизол натрия, Питофенон, Фенпивериния бромид",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"СИНАФЛАН МАЗЬ Д/НАРУЖ. ПРИМ. 0,025% ТУБА 10Г МУРОМСКИЙ ПСЗ | МУРОМСКИЙ ПЗ | МУРОМСКИЙ ПЗ",,rx,Флуоцинолона ацетонид,otc,Флуоцинолона ацетонид,otc,Флуоцинолона ацетонид,,Флуоцинолона ацетонид,otc,,,Флуоцинолона ацетонид,otc,6613,344,drug,Синафлан,мазь,"0,025%",наружно,"Препарат Синафлан представлен как мазь для наружного применения с концентрацией 0,025%. Указана форма выпуска в тубе 10 г. Является монопрепаратом без явных детских сигналов, поэтому возрастной сегмент — взрослые.",found,Флуоцинолона ацетонид,Флуоцинолона ацетонид,found,1,"[""Синафлан мазь МНН действующее вещество"", ""Синафлан флуоцинолон ацетонид МНН"", ""Синафлан мазь 0.025% действующее вещество флуоцинолон""]",3,2,106876,1846,696,2542,,qwen3.8-max,dashscope,mnn_tool_search_v1,Флуоцинолона ацетонид,exact_match,полное совпадение строк,exact_match,полное совпадение с Polza
СИАВЕЛЛ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №1 | Велфарм ООО | Велфарм ООО,,rx,Тадалафил,rx,,,,,Тадалафил,rx,,,Тадалафил,rx,6877,345,drug,Сиавелл,таблетки,20 мг,перорально,"В тексте указаны торговое название «Сиавелл», форма «таблетки, покрытые пленочной оболочкой», дозировка 20 мг и упаковка №1. Действующее вещество не названо, поэтому mnn не заполнен; препарат относится к урологическим средствам и принимается внутрь.",found,тадалафил,,not_found,1,"[""Сиавелл таблетки 20 мг МНН Велфарм"", ""Сиавелл МНН действующее вещество""]",2,2,71124,1444,364,1808,,qwen3.8-max,dashscope,mnn_tool_search_v1,Тадалафил,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
СИАЛОР (ПРОТАРГОЛ) 2% 10МЛ ТАБЛЕТКА+РАСТВОРИТЕЛЬ КАПЛИ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,Серебра протеинат,otc,Серебра протеинат,otc,Серебра протеинат,,Серебра протеинат,otc,,,Серебра протеинат,otc,6872,345,drug,Сиалор,таблетки,2%,назальный,"Сиалор (Протаргол) содержит серебра протеинат и применяется интраназально как антисептик при ЛОР-заболеваниях. Отпускается без рецепта, возрастной сигнал отсутствует, поэтому выбран сегмент взрослые.",found,серебра протеинат,,not_found,1,"[""Сиалор Протаргол МНН действующее вещество"", ""Сиалор 2% таблетки для приготовления раствора МНН протаргол"", ""Сиалор МНН серебра протеинат""]",3,2,102223,1716,431,2147,,qwen3.8-max,dashscope,mnn_tool_search_v1,Серебра протеинат,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
САНДРА ТАБЛ. П/ЯЗЫЧН. ГОМЕОП. 250МГ №30 | ВИЛАР ФАРМЦЕНТР | ВИЛАР ФАРМЦЕНТР,,otc,,,,otc,,,,otc,,,,otc,7283,345,drug,Сандра,таблетки,250 мг,сублингвально,"В названии указаны гомеопатические подъязычные таблетки Сандра, 250 мг, №30. Действующее вещество не приведено, поэтому МНН и показание не определены; возрастной сигнал отсутствует.",not_found,,,not_found,1,"[""САНДРА таблетки подъязычные гомеопатические 250 мг ВИЛАР ФАРМЦЕНТР МНН"", ""САНДРА гомеопатические таблетки ВИЛАР МНН""]",2,2,70118,1696,372,2068,,qwen3.8-max,dashscope,mnn_tool_search_v1,,both_empty,оба пусты,polza_not_found_baseline,baseline Polza не found — пропуск
"СЕПТОЛЕТЕ ТОТАЛ ТАБЛ. Д/РАССАС. 3МГ+1МГ ЛИМОН-БУЗИНА №8 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,безрецептурный,Бензидамин+Цетилпиридиния хлорид,otc,Цетилпиридиния хлорид*+бензидамин,otc,"Цетилпиридиния хлорид, Бензидамин",,Цетилпиридиния хлорид,otc,,,"Цетилпиридиния хлорид, Бензидамин",otc,6937,345,drug,Септолете Тотал,таблетки,3 мг + 1 мг,перорально,"В тексте указаны торговое наименование, форма, дозировка и количество в упаковке. Действующие вещества явно не названы, поэтому МНН не заполнено. Препарат относится к безрецептурным средствам для горла.",found,бензидамин + цетилпиридиния хлорид,,not_found,1,"[""Септолете Тотал таблетки для рассасывания 3 мг + 1 мг МНН состав действующие вещества"", ""Septolete Total таблетки рассасывания бензидамин цетилпиридиния хлорид МНН"", ""Септолете Тотал МНН""]",3,2,101298,1766,338,2104,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Цетилпиридиния хлорид, Бензидамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
"РИНОМАРИС СПРЕЙ НАЗ. 0,1% ФЛ. 15МЛ | ЯДРАН-ГАЛЕНСКИ ЛАБОРАТОРИЙ А.О. | ЯДРАН-ГАЛЕНСКИ ЛАБОРАТОРИЙ А.О.",,otc,Ксилометазолин,otc,Ксилометазолин,otc,"Натрия гиалуронат, Ксилометазолин",,Ксилометазолин,otc,,,Ксилометазолин,otc,8018,346,drug,Риномарис,спрей,"0,1%",назальный,"Товар идентифицирован как назальный спрей Риномарис с концентрацией 0,1%. Действующее вещество не указано в тексте, поэтому МНН оставлен пустым. Препарат относится к деконгестантам, применяется назально, у взрослых.",found,Ксилометазолин,,not_found,1,"[""РИНОМАРИС спрей назальный МНН действующее вещество"", ""РИНОМАРИС ЯДРАН состав ксилометазолин""]",2,2,69680,1603,278,1881,,qwen3.8-max,dashscope,mnn_tool_search_v1,Ксилометазолин,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РИНЗА КИДС ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ МАЛИНА ПАК-САШЕ ПО 3Г №10 | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД) | ЮНИК ФАРМАСЬЮТИКАЛ ЛАБОРАТОРИЗ (ОТДЕЛЕНИЕ ФИРМЫ ДЖ.Б.КЕМИКАЛС ЭНД ФАРМАСЬЮТИКАЛС ЛТД),,безрецептурный,Парацетамол + Фенилэфрин + Аскорбиновая кислота,otc,Парацетамол* + Фенирамин* + Аскорбиновая кислота,otc,"Парацетамол, Аскорбиновая кислота, Фенирамин",,Парацетамол,otc,,,"Парацетамол, Аскорбиновая кислота, Фенирамин",otc,8048,346,drug,Ринза Кидс,порошок,,перорально,"Препарат для детей от простуды и ОРВИ в форме порошка для приготовления раствора для приема внутрь. В тексте не указано действующее вещество, поэтому МНН не заполнен; сигнал «кидс» указывает на детский возраст.",found,Paracetamol + Pheniramine + Ascorbic acid,,not_found,1,"[""РИНЗА КИДС порошок для приема внутрь МНН состав"", ""Ринза Кидс МНН""]",2,2,68729,1763,239,2002,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Парацетамол, Аскорбиновая кислота, Фенирамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РИНИКОЛД ХОТКАП ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН САШЕ 5Г №10 | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,,otc,Кофеин + Парацетамол + Фенилэфрин + Фенирамин,otc,,,"Парацетамол, Кофеин, Фенирамин, Фенилэфрин",,,otc,,,"Кофеин, Парацетамол, Фенилэфрин, Фенирамин",otc,8030,346,drug,Риниколд Хоткап,порошок,5 г,перорально,"Комбинированный препарат для симптоматического лечения простуды и ОРВИ, выпускается в виде порошка для приема внутрь. В тексте не указаны действующие вещества, поэтому МНН оставлено пустым. Отпускается без рецепта.",found,Кофеин+Парацетамол+Фенилэфрин+Фенирамин,,not_found,1,"[""РИНИКОЛД ХОТКАП МНН состав"", ""Риниколд Хоткап порошок для приема внутрь Шрея Лайф Саенсиз МНН"", ""Риниколд Хоткап МНН""]",3,2,98754,1708,250,1958,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Кофеин, Парацетамол, Фенилэфрин, Фенирамин",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РИНГЕР-СОЛОФАРМ Р-Р Д/ИНФ. ФЛ. ПОЛИПРОП. 500МЛ №20 ГРОТЕКС | ГРОТЕКС ООО | ГРОТЕКС ООО,,rx,Натрия хлорида раствор сложный [Калия хлорид + Кальция хлорид + Натрия хлорид],rx,Калия хлорид+Кальция хлорид+Натрия хлорид,rx,,,Натрия хлорида раствор сложный,rx,,,"Натрия хлорид, Калия хлорид, Кальция хлорид",rx,8050,346,drug,Рингер-Солофарм,раствор,500 мл,внутривенно,"Препарат идентифицирован по названию как раствор Рингера для инфузий во флаконах по 500 мл №20. Действующие вещества в тексте не перечислены, поэтому МНН не указан. Средство относится к инфузионным электролитным растворам для внутривенного введения.",not_found,,,not_found,1,"[""РИНГЕР-СОЛОФАРМ раствор для инфузий МНН ГРОТЕКС"", ""РИНГЕР-СОЛОФАРМ МНН раствор для инфузий""]",2,2,72704,1551,416,1967,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Натрия хлорид, Калия хлорид, Кальция хлорид",catalog_only,MNN только у каталогов,polza_not_found_baseline,baseline Polza не found — пропуск
"РЕСТАСИС КАПЛИ ГЛАЗН. 0,05% ФЛ. 0,4МЛ №30 | АЛЛЕРГАН СЕЙЛС ЛЛС | АЛЛЕРГАН СЕЙЛС ЛЛС",,рецептурный,Циклоспорин,rx,Циклоспорин,rx,Циклоспорин,rx,Циклоспорин,rx,,,Циклоспорин,rx,8173,346,drug,Рестасис,капли,"0,05%",офтальмологический,"В тексте указано торговое наименование Рестасис, лекарственная форма и дозировка, но МНН явно не приведено. Препарат относится к глазным каплям, отпускается по рецепту. Возрастных уточнений нет, поэтому сегмент указан как взрослые.",found,циклоспорин,,invalid_json,1,"[""Рестасис капли глазные 0,05% МНН действующее вещество"", ""Restasis eye drops active ingredient INN cyclosporine""]",2,2,76758,1624,677,2301,invalid_json,qwen3.8-max,dashscope,mnn_tool_search_v1,Циклоспорин,tool_api_error,невалидный JSON ответа модели,tool_api_error,невалидный JSON
РЕАФЕРОН-ЕС ЛИОФ. Д/Р-РА Д/ИН. И МЕСТН. ПРИМ. 3МЛН МЕ АМП. №5 | ВЕКТОР-МЕДИКА АО | ВЕКТОР-МЕДИКА АО,,рецептурный,Интерферон альфа-2b человеческий рекомбинантный,rx,Интерферон альфа-2b,rx,Интерферон альфа-2b,rx,Интерферон альфа-2b,rx,,,Интерферон альфа-2b,rx,8431,347,drug,Реаферон-ЕС,лиофилизат,3 млн МЕ,инъекционное,"Препарат Реаферон-ЕС представляет собой лиофилизат для приготовления раствора для инъекций и местного применения в дозировке 3 млн МЕ, в ампулах №5. Действующее вещество в тексте явно не указано, поэтому МНН не заполняется. Это рецептурное иммуномодулирующее и противовирусное средство, типично применяемое у взрослых.",found,Интерферон альфа-2b,,not_found,1,"[""Реаферон-ЕС МНН действующее вещество"", ""Реаферон-ЕС лиофилизат 3 млн МЕ Вектор-Медика международное непатентованное наименование"", ""Реаферон-ЕС интерферон альфа-2b МНН""]",3,2,100369,1690,274,1964,,qwen3.8-max,dashscope,mnn_tool_search_v1,Интерферон альфа-2b,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РЕННИ ТАБЛ. ЖЕВ. С АПЕЛЬСИНОВЫМ ВКУСОМ 680МГ+80МГ №48 | ДЕЛФАРМ ГАЙЯРД | ДЕЛФАРМ ГАЙЯРД,,otc,,,Кальция карбонат + Магния карбонат,otc,"Кальция карбонат, Магния карбонат",,Кальция карбонат,otc,,,"Кальция карбонат, Магния карбонат",otc,8231,346,drug,Ренни,таблетки жевательные,680 мг + 80 мг,перорально,"Ренни — безрецептурный антацидный препарат в форме жевательных таблеток. В тексте указаны два компонента (680 мг + 80 мг), поэтому это комбинированный препарат. Возраст явно не указан, поэтому типично для взрослых.",found,кальция карбонат + магния гидроксикарбонат,,not_found,1,"[""Ренни таблетки жевательные 680мг+80мг МНН состав"", ""Rennie 680 mg 80 mg calcium carbonate magnesium carbonate INN"", ""Ренни МНН кальция карбонат магния карбонат"", ""РЕННИ ТАБЛ. ЖЕВ. 680МГ+80МГ действующее вещество""]",4,2,134907,2052,508,2560,,qwen3.8-max,dashscope,mnn_tool_search_v1,"Кальция карбонат, Магния карбонат",catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РАЛЕФ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,,rx,Лефлуномид,rx,,,,,Лефлуномид,rx,,,Лефлуномид,rx,8551,347,drug,Ралеф,таблетки,20 мг,перорально,"По названию РАЛЕФ и дозировке 20 мг идентифицирован лефлуномид (базисное противоревматическое средство). Форма и дозировка указаны в названии; препарат рецептурный, принимается внутрь.",found,лефлуномид,,not_found,1,"[""РАЛЕФ таблетки 20 мг МНН"", ""РАЛЕФ Оболенское ФП действующее вещество"", ""РАЛЕФ препарат МНН состав""]",3,2,99318,1648,293,1941,,qwen3.8-max,dashscope,mnn_tool_search_v1,Лефлуномид,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РАМНИПРАЗОЛ ТАБЛ. КИШ-РАСТ. П/О 10МГ №28 | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,рамнипразол,rx,Рабепразол,otc,,,Рабепразол,,,,,,Рабепразол,,8516,347,drug,,таблетки,10 мг,перорально,"В названии указано действующее вещество рамнипразол, форма — таблетки кишечнорастворимые, покрытые оболочкой, дозировка 10 мг, упаковка №28. Препарат относится к желудочно-кишечным средствам, применяется перорально.",found,рабепразол,,not_found,1,"[""РАМНИПРАЗОЛ МНН"", ""Рамнипразол таблетки кишечнорастворимые 10 мг МНН"", ""\""Рамнипразол\"" действующее вещество"", ""Рамнипразол Татхимфармпрепараты""]",4,2,131612,1771,330,2101,,qwen3.8-max,dashscope,mnn_tool_search_v1,Рабепразол,catalog_only,MNN только у каталогов,polza_only,MNN только у Polza baseline
РАЗАГИЛИН МЕДИСОРБ ТАБЛ. 1МГ №30 | МЕДИСОРБ АО | МЕДИСОРБ АО,разагилин,рецептурный,Разагилин,rx,Разагилин,rx,Разагилин,rx,Разагилин,rx,,,Разагилин,rx,8558,347,drug,Разагилин Медисорб,таблетки,1 мг,перорально,"В тексте явно указан МНН разагилин, форма таблетки и дозировка 1 мг, упаковка №30. Это противопаркинсоническое средство для приёма внутрь, отпускается по рецепту. Возрастных сигналов нет, поэтому возрастной сегмент определён как взрослые.",found,разагилин,Разгилин,found,1,"[""РАЗАГИЛИН МЕДИСОРБ таблетки 1мг МНН"", ""Разгилин МНН rasagiline""]",2,2,89996,1479,516,1995,,qwen3.8-max,dashscope,mnn_tool_search_v1,Разагилин,conflict,"оба заполнены, но различаются",conflict,"оба заполнены, но различаются"
