normalized_text,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,mnn_stolichki,rx_stolichki,win_mnn,win_rx_otc
ЗИНЕРИТ ПОР. Д/Р-РА Д/НАРУЖ. ПРИМ. ФЛ. 30МЛ | ЛЕО ФАРМА А/С | ЛЕО ФАРМА А/С,,рецептурный,Цинка ацетат + Эритромицин,otc,,,,,Эритромицин,otc,,,"Эритромицин, Цинка ацетат",otc
ЗИЛАКСЕРА ТАБЛ. 15МГ №28 | КРКА-РУС ООО | КРКА-РУС ООО,,рецептурный,Арипипразол,rx,Арипипразол,rx,,,Арипипразол,rx,,,Арипипразол,rx
ЗИЛАКСЕРА ТАБЛ. 10МГ №28 | КРКА-РУС ООО | КРКА-РУС ООО,,rx,Арипипразол,rx,Арипипразол,rx,,,Арипипразол,rx,,,Арипипразол,rx
ЖЕНАЛЕ ТАБЛ. 10МГ №1 | ИЗВАРИНО ФАРМА ООО | ИЗВАРИНО ФАРМА ООО,,рецептурный,,,,,,,Мифепристон,rx,,,Мифепристон,
ДРОТАВЕРИН ДС Р-Р ДЛЯ В/В И В/М ВВЕД. 20МГ/МЛ АМП. 2МЛ №10 | ВЕТПРОМ АД | ВЕТПРОМ АД,Дротаверин,rx,Дротаверин,rx,,,,,Дротаверин,rx,,,Дротаверин,rx
ДОФАМИН-ФЕРЕЙН Р-Р Д/ИН. 4% АМП. 5МЛ №10 | БРЫНЦАЛОВ-А ПАО | БРЫНЦАЛОВ-А ПАО,Дофамин,rx,Допамин,rx,Допамин,rx,,,Допамин,rx,,,Допамин,rx
ДОРЗОПТ КАПЛИ ГЛАЗН. 2% ФЛ-КАП. 5МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.,,rx,Дорзоламид + Тимолол,rx,Дорзоламид* + Тимолол,rx,,,Дорзоламид,rx,,,"Дорзоламид, Тимолол",rx
ДОЛОКОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №30 | МАКИЗ-ФАРМА | МАКИЗ-ФАРМА,,rx,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,,,Эторикоксиб,rx
ДОКТОР МОРЕ OMEGA-3+AGE ULTRA 1000 КАПС. ПО 1000МГ №60 | ФАРМОУШЕН ЛАБ ООО | ФАРМОУШЕН ЛАБ ООО,Омега-3,,,,,otc,,,,,,,,
ДИФЛЮКАН КАПС. 150МГ №4 | ФАРЕВА АМБУАЗ | ФАРЕВА АМБУАЗ,,rx,Флуконазол,otc,Флуконазол,otc,,,Флуконазол,otc,,,Флуконазол,otc
ДИНАМИКО ЛОНГ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №14 | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.,,rx,Тадалафил,rx,Тадалафил,rx,,,Тадалафил,rx,,,Тадалафил,rx
ДИМЕКСИД Р-Р Д/НАРУЖ. ПРИМ. 25% ФЛ. ПОЛИМЕР. 200Г ЛЕКАРЬ | ЛЕКАРЬ | ЛЕКАРЬ,,otc,Диметилсульфоксид,otc,Диметилсульфоксид,otc,,,Диметилсульфоксид,otc,,,Диметилсульфоксид,otc
ДИВАЗА ТАБЛ. Д/РАССАС. №100 | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ,,otc,,otc,,otc,,,,otc,,,,otc
ДЕТРАВЕНОЛ ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №30 | ОЗОН ООО | ОЗОН ООО,,otc,,,,,,,,,,,,
ДЕЛОРСИН ТАБЛ. 5МГ №10 | САНЕКА ФАРМАСЬЮТИКАЛС А.С. | САНЕКА ФАРМАСЬЮТИКАЛС А.С.,,otc,Дезлоратадин,otc,Дезлоратадин,otc,,,Дезлоратадин,otc,,,Дезлоратадин,otc
ДЕКСКЕТОПРОФЕН Р-Р ДЛЯ В/В В/М ВВЕД. 25МГ/МЛ АМП. 2МЛ №10 БИОХИМИК | БИОХИМИК АО | БИОХИМИК АО,Декскетопрофен,rx,Декскетопрофен,rx,,,,,,,,,Декскетопрофен,
ДЕКСАЛГИН Р-Р ДЛЯ В/В В/М ВВЕД. 25МГ/МЛ АМП. 2МЛ №5 | А.МЕНАРИНИ МЭНЮФЕКЧЕРИНГ ЛОДЖИСТИКС ЭНД СЕРВИСИЗ С.Р.Л. | А.МЕНАРИНИ МЭНЮФЕКЧЕРИНГ ЛОДЖИСТИКС ЭНД СЕРВИСИЗ С.Р.Л.,,rx,Декскетопрофен,rx,Декскетопрофен,otc,,,Декскетопрофен,rx,,,Декскетопрофен,rx
ДАЛЬФАЗ СР ТАБЛ. ПРОЛОНГ. 10МГ №30 | САНОФИ ВИНТРОП ИНДУСТРИЯ | САНОФИ ВИНТРОП ИНДУСТРИЯ,,рецептурный,Алфузозин,rx,,,,,Алфузозин,rx,,,Алфузозин,rx
ДАЛЬНЕВА ТАБЛ. 5МГ+4МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО,,rx,,,Амлодипин + Индапамид + Периндоприл,rx,,,Амлодипин,rx,,,"Амлодипин, Индапамид, Периндоприл",rx
ДАЙВОБЕТ МАЗЬ Д/НАРУЖ. ПРИМ. ТУБА 15Г | ЛЕО ЛЭБОРАТОРИС ЛИМИТЕД | ЛЕО ЛЭБОРАТОРИС ЛИМИТЕД,,rx,Бетаметазон + Кальципотриол,otc,Бетаметазон* + Кальципотриол,otc,,,Кальципотриол,otc,,,"Кальципотриол, Бетаметазон",otc
ГЭВКАМЕН МАЗЬ Д/НАРУЖ. ПРИМ. БАНКА 25Г ТУЛЬСКАЯ ФФ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,,otc,Эвкалипта шарикового листьев+масло Камфоры+Левоментол,otc,Бромкамфора+Левоментол+Эвкалипта прутовидного листьев масло,otc,,,Камфора,otc,,,"Левоментол, Бромкамфора, Эвкалипта прутовидного листьев масло, Эвкалипта шарикового листьев, масло Камфоры",otc
ГРАНДАПАМ ТАБЛ. 50МГ №60 | ФАРМАСИНТЕЗ АО | ФАРМАСИНТЕЗ АО,,рецептурный,Тофизопам,rx,Тофизопам,rx,,,Тофизопам,rx,,,Тофизопам,rx
"ГОНАЛ-Ф Р-Р ДЛЯ П/К ВВЕД. 66МКГ/1,5МЛ (900МЕ) ШПРИЦ-РУЧКА 1,5МЛ №1 +ИГЛЫ №20 | МЕРК СЕРОНО С.П.А. | МЕРК СЕРОНО С.П.А.",,rx,,,Фоллитропин альфа,rx,,,Фоллитропин альфа,rx,,,Фоллитропин альфа,rx
ГЛИЦЕРОМ СУПП. РЕКТ. ГОМЕОП. №6 | ДОКТОР Н ООО | ДОКТОР Н ООО,,otc,,otc,,,,,,otc,,,,otc
ГЛИЦЕРИН Р-Р Д/НАРУЖ. ПРИМ. ФЛ. 25Г ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ,Глицерин,otc,Глицерол,otc,,,,,Глицерол,otc,,,Глицерол,otc
ГИПОСАРТ ТАБЛ. 32МГ №28 | ПОЛЬФАРМА АО | ПОЛЬФАРМА АО,,rx,Кандесартан,rx,Кандесартан,rx,,,Индапамид,rx,,,Кандесартан,rx
ГИПОСАРТ А ТАБЛ. 5МГ+16МГ №30 | АКРИХИН ХФК АО | АКРИХИН ХФК АО,,rx,Амлодипин + Кандесартан,rx,Амлодипин+Кандесартан,rx,,,Амлодипин,rx,,,"Амлодипин, Кандесартан",rx
"ГЕРБИОН ПЛЮЩ ТАБЛ. Д/РАССАС. 35МГ №16 | КРКА, Д.Д., НОВО МЕСТО АО | КРКА, Д.Д., НОВО МЕСТО АО",,безрецептурный,Плюща листьев экстракт,otc,,,,,Плюща обыкновенного листья,otc,,,,otc
ГЕПАТОСАН КАПС. 200МГ №10 | МЕДМИНИПРОМ ЗАО | МЕДМИНИПРОМ ЗАО,,без рецепта,,,,otc,,,,otc,,,,otc
ГАСИТ ТАБЛ. ЖЕВ. 680МГ+80МГ №32 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,,,Кальция карбонат + Магния карбонат,otc,,,Кальция карбонат,otc,,,"Кальция карбонат, Магния карбонат",otc
ГАЛВУС МЕТ ТАБЛ. П/ПЛЕН/ОБ. 50МГ+1000МГ №30 | НОВАРТИС НЕВА ООО | НОВАРТИС НЕВА ООО,,рецептурный,Вилдаглиптин + Метформин,rx,Вилдаглиптин* + Метформин,rx,,,Метформин,rx,,,"Метформин, Вилдаглиптин",rx
ВОДА ДЛЯ ИНЪЕКЦИЙ Р-ТЕЛЬ Д/ЛЕК. ФОРМ Д/ИН. АМП. 5МЛ №10 ДАЛЬХИМФАРМ | ДАЛЬХИМФАРМ ОАО | ДАЛЬХИМФАРМ ОАО,Вода для инъекций,otc,,,,,,,,,,,,
ВОДА ДЛЯ ИНЪЕКЦИЙ Р-ТЕЛЬ Д/ЛЕК. ФОРМ Д/ИН. АМП. 2МЛ №10 ГРОТЕКС | ГРОТЕКС ООО | ГРОТЕКС ООО,Вода для инъекций,otc,,,,,,,,,,,,
ВИУМКСИДИН Р-Р ДЛЯ В/ПОЛОСТН. ВВЕД. И НАРУЖ. ПРИМ. 10МГ/МЛ АМП. 10МЛ №10 | Армавирская биофабрика ФКП | Армавирская биофабрика ФКП,,рецептурный,Гидроксиметилхиноксалиндиоксид,rx,Гидроксиметилхиноксалиндиоксид,rx,,,Гидроксиметилхиноксалиндиоксид,rx,,,Гидроксиметилхиноксалиндиоксид,rx
ВИЛЬПРАФЕН СОЛЮТАБ ТАБЛ. ДИСПЕРГ. 1000МГ №10 | ФАМАР ЛИОН | ФАМАР ЛИОН,,rx,Джозамицин,rx,,,,,Джозамицин,rx,,,Джозамицин,rx
ВИЖУ ФОРТЕ BIOFORTE ЭКСТРАКТ ПЛОДОВ ЧЕРНИКИ С ЛЮТЕИНОМ КАПС. №30 | БАРНАУЛЬСКИЙ ЗАВОД МЕД.ПР-ТОВ | БАРНАУЛЬСКИЙ ЗАВОД МЕД.ПР-ТОВ,Комплекс,,,,,otc,,,,,,,,
ВЕНЛАФАКСИН-АЛСИ ТАБЛ. 75МГ №50 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,Венлафаксин,rx,Венлафаксин,rx,Венлафаксин,rx,,,Венлафаксин,rx,,,Венлафаксин,rx
ВЕЛФЕРРУМ Р-Р ДЛЯ В/В ВВЕД. 20МГ/МЛ АМП. 5МЛ №5 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,,rx,Железа (III) гидроксид сахарозный комплекс,rx,Железа,rx,,,Железо-сахарозный комплекс,rx,,,Железа комплекс,rx
ВЕЛДЕКСАЛ ТАБЛ. П/ПЛЕН/ОБ. 25МГ №10 | ВЕЛФАРМ ООО | ВЕЛФАРМ ООО,,,Декскетопрофен,otc,Декскетопрофен,otc,,,Декскетопрофен,rx,,,Декскетопрофен,otc
"ВЕЛГИЯ Р-Р П/К ВВЕД. 2,4МГ/ДОЗА ШПРИЦ-РУЧКА 3МЛ №1+ИГЛА №5 | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО | МЕДСИНТЕЗ ЗАВОД/БИОХИМИК АО",,rx,Семаглутид,rx,Семаглутид,rx,,,Семаглутид,rx,,,Семаглутид,rx
ВАНКОМИЦИН ПОР. Д/Р-РА Д/ИНФ. И ПРИЕМА ВНУТРЬ 1Г ФЛ. №1 ИНТЕРФАРМА | ИНТЕРФАРМА ООО | ИНТЕРФАРМА ООО,Ванкомицин,rx,,,,,,,,,,,,
"ВАЛОКОРДИН ТАБЛ. 7,544МГ+7,544МГ №20 | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО | УСОЛЬЕ-СИБИРСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО",,otc,,,Фенобарбитал+Этилбромизовалерианат,otc,,,Фенобарбитал,otc,,,"Фенобарбитал, Этилбромизовалерианат",otc
ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №16 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,,otc,Левоментола раствор в ментил изовалерате,otc,Левоментола раствор в ментил изовалерате,otc,,,Левоментола раствор в ментилизовалерате,otc,,,Левоментола раствор в ментил изовалерате,otc
ВАЛИДОЛ ТАБЛ. П/ЯЗЫЧН. 60МГ №10 ЮЖФАРМ | ЮЖФАРМ ООО | ЮЖФАРМ ООО,,otc,Левоментола раствор в ментил изовалерате,otc,Левоментола раствор в ментил изовалерате,otc,,,Левоментола раствор в ментилизовалерате,otc,,,Левоментола раствор в ментил изовалерате,otc
ВАЛЕМИДИН ПЛЮС СИРОП БЕЗ САХАРА ФЛ. 100МЛ | ФАРМАМЕД ООО | ФАРМАМЕД ООО,,otc,,,,otc,,,,otc,,,,otc
ВАЛАЦИКЛОВИР ТАБЛ. П/ПЛЕН/ОБ. 500МГ №10 РОЗЛЕКС ФАРМ | РОЗЛЕКС ФАРМ | РОЗЛЕКС ФАРМ,Валацикловир,rx,Валацикловир,rx,,,,,,,,,Валацикловир,
БУТАДИОН-АЛИУМ ТАБЛ. 150МГ №20 | АЛИУМ АО | АЛИУМ АО,,rx,Фенилбутазон,rx,,,,,Фенилбутазон,rx,,,Фенилбутазон,rx
"БИФИДУМБАКТЕРИН ФОРТЕ ПОР. Д/ПРИЕМА ВНУТРЬ 50МЛН.КОЕ/ПАКЕТ ПАК. 0,85Г №30 ПРОБИОФАРМ | ПРОБИОФАРМ ООО | ПРОБИОФАРМ ООО",Бифидобактерии бифидум,otc,,,Бифидобактерии бифидум,otc,,,Бифидобактерии бифидум,otc,,,Бифидобактерии бифидум,otc
БИСОМОР ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 | ЭДЖ ФАРМА ПРАЙВЕТ ЛИМИТЕД | ЭДЖ ФАРМА ПРАЙВЕТ ЛИМИТЕД,,rx,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,Бисопролол,rx,,,Бисопролол,rx
БЕТАДИН СУПП. ВАГ. 200МГ №7 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,,otc,Повидон-йод,otc,Повидон-йод,otc,,,Повидон-йод,otc,,,Повидон-йод,otc
"БЕРГОЛАК ТАБЛ. 0,5МГ №2 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",,рецептурный,Каберголин,rx,Каберголин,rx,,,Каберголин,rx,,,Каберголин,rx
"БЕКЛАЗОН ЭКО АЭРОЗ. Д/ИНГ. ДОЗИР. 100МКГ/ДОЗА БАЛЛОН 200ДОЗ | НОРТОН (ВОТЕРФОРД) ЛТД, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ АЙВЭКС ФАРМАСЬЮТИКАЛС ИРЛАНДИЯ, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ ТЕВА ФАРМАСЬЮТИК | НОРТОН (ВОТЕРФОРД) ЛТД, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ АЙВЭКС ФАРМАСЬЮТИКАЛС ИРЛАНДИЯ, ВЫСТУПАЮЩИЙ ПОД ТОРГОВЫМ НАИМЕНОВАНИЕМ ТЕВА ФАРМАСЬЮТИК",,rx,Беклометазон,rx,Беклометазон,rx,,,Беклометазон,rx,,,Беклометазон,rx
АЦИКЛОВИР ВЕЛФАРМ ТАБЛ. 200МГ №20 ВЕЛФАРМ-М | ВЕЛФАРМ-М ООО | ВЕЛФАРМ-М ООО,Ацикловир,rx,Ацикловир,rx,,,,,Ацикловир,rx,,,Ацикловир,rx
АЦИКЛОВИР АВЕКСИМА ТАБЛ. 400МГ №30 | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацикловир,rx,Ацикловир,rx,Ацикловир,rx,,,Азитромицин,rx,,,Ацикловир,rx
АФОБАЗОЛ РЕТАРД ТАБЛ. С МОДИФ. ВЫСВ. П/ПЛЕН/ОБ. 30МГ №20 ОТИСИФАРМ | ОТИСИФАРМ ПРО АО | ОТИСИФАРМ ПРО АО,,без рецепта,Фабомотизол,otc,Фабомотизол,otc,,,Фабомотизол,otc,,,Фабомотизол,otc
АФЛУБИН ТАБЛ. П/ЯЗЫЧН. ГОМЕОП. №12 | РИХАРД БИТТНЕР АГ | РИХАРД БИТТНЕР АГ,,otc,,otc,,otc,,,,otc,,,,otc
АТОРИКА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 120МГ №7 | Канонфарма | Канонфарма,,otc,Эторикоксиб,rx,Эторикоксиб,rx,,,Эторикоксиб,rx,,,Эторикоксиб,rx
АСКОРБИНОВАЯ КИСЛОТА-УБФ ДРАЖЕ 50МГ №200 | УРАЛБИОФАРМ ОАО | УРАЛБИОФАРМ ОАО,Аскорбиновая кислота,otc,Аскорбиновая кислота,otc,,,,,Аскорбиновая кислота,otc,,,Аскорбиновая кислота,otc
АСКОРБИНКА ФАРМ-ТИГОДА ТАБЛ. ЖЕВАТ. СО ВКУСОМ КЛУБНИКИ №10 | ФАРМ-ТИГОДА ООО | ФАРМ-ТИГОДА ООО,Аскорбиновая кислота,,,,Аскорбиновая кислота + Декстроза,otc,,,,otc,,,"Аскорбиновая кислота, Декстроза",otc
АРТОКСАН ГЕЛЬ Д/НАРУЖ. ПРИМ. 1% ТУБА 45Г | УОРЛД МЕДИЦИН ИЛАЧ САН. ВЕ ТИДЖ. А.Ш. | УОРЛД МЕДИЦИН ИЛАЧ САН. ВЕ ТИДЖ. А.Ш.,,otc,Теноксикам,rx,Теноксикам,rx,,,Теноксикам,rx,,,Теноксикам,rx
АРОМАЗИН ТАБЛ. П/О 25МГ №30 | ПФАЙЗЕР ИТАЛИЯ С.Р.Л. | ПФАЙЗЕР ИТАЛИЯ С.Р.Л.,,рецептурный,Эксеместан,rx,Эксеместан,rx,,,Эксеместан,rx,,,Эксеместан,rx
АНТИГРИППИН ТАБЛ. ШИПУЧ. 500МГ+10МГ+200МГ №10 АПЕЛЬСИН | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О. | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О.,,otc,,,Аскорбиновая кислота+Ацетилсалициловая кислота+Парацетамол+Фенилпропаноламин+Хлорфенамин,otc,,,Аскорбиновая кислота,otc,,,"Аскорбиновая кислота, Ацетилсалициловая кислота, Парацетамол, Фенилпропаноламин, Хлорфенамин",otc
АНТИГРИППИН ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 500МГ+10МГ+200МГ РОМАШКА ПАК. 5Г №10 | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О. | НАТУР ПРОДУКТ ФАРМА СП.ЗО.О.,,безрецептурный,,,Аскорбиновая кислота+Ацетилсалициловая кислота+Парацетамол+Фенилпропаноламин+Хлорфенамин,otc,,,Аскорбиновая кислота,otc,,,"Аскорбиновая кислота, Ацетилсалициловая кислота, Парацетамол, Фенилпропаноламин, Хлорфенамин",otc
АНГИОРУС ТАБЛ. П/ПЛЕН/ОБ. 50МГ+450МГ №60 | СИНТЕЗ | СИНТЕЗ,,,,,Гесперидин + Диосмин,otc,,,Диосмин,otc,,,"Диосмин, Гесперидин",otc
АНАЛЬГИН ТАБЛ. 500МГ №30 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Метамизол натрия,rx,Метамизол натрия,otc,,,Метамизол натрия,otc,,,Метамизол натрия,otc
АММИАК Р-Р Д/НАРУЖ. ПРИМ. И ИНГ. 10% ФЛ. ПЭТ 100МЛ ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ | ИВАНОВСКАЯ ФФ,Аммиак,otc,Аммиак,otc,,,,,Глицерол,otc,,,,otc
АМИНАЗИН ТАБЛ. П/ПЛЕН/ОБ. 25МГ №10 ВАЛЕНТА | ВАЛЕНТА ФАРМ АО | ВАЛЕНТА ФАРМ АО,,rx,Хлорпромазин,rx,Хлорпромазин,rx,,,Хлорпромазин,rx,,,Хлорпромазин,rx
"АЛЬФОСФАЛЬ ГЕЛЬ Д/ПРИЕМА ВНУТРЬ ПАКЕТ 2,08Г №6 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО",,otc,Алюминия фосфат,otc,,,,,Алюминия фосфат,otc,,,Алюминия фосфат,otc
АЛЛОХОЛ ТАБЛ. П/О №50 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,otc,Активированный уголь+Желчь+Крапивы двудомной листья+Чеснока посевного луковицы,otc,,,,,,otc,,,"Активированный уголь, Желчь, Крапивы двудомной листья, Чеснока посевного луковицы",otc
АЛГЕЗИР УЛЬТРА ТАБЛ. П/ПЛЕН/ОБ. 275МГ №10 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,,otc,Напроксен,otc,,,,,Напроксен,otc,,,Напроксен,otc
"АКРИДЕРМ ГК КРЕМ Д/НАРУЖ. ПРИМ. 0,05%+0,1%+1% ТУБА 30Г | АКРИХИН ХФК АО | АКРИХИН ХФК АО",,рецептурный,,,Бетаметазон* + Гентамицин* + Клотримазол,otc,,,Клотримазол,otc,,,"Клотримазол, Бетаметазон, Гентамицин",otc
АКВАДЕТРИМ ТАБЛ. РАСТВОРИМ. 2000МЕ №60 | АКРИХИН ХФК АО | АКРИХИН ХФК АО,,безрецептурный,Колекальциферол,otc,Колекальциферол,otc,,,Колекальциферол,rx,,,Колекальциферол,otc
АГРИ ДЕТСКИЙ ТАБЛ. ГОМЕОП. №40 | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ,,безрецептурный,,otc,,otc,,,,otc,,,,otc
TETRALAB ХРОМ ХЕЛАТ ГЛИЦИНАТ ТАБЛ. 170МГ №90 | КВАДРАТ-С ООО | КВАДРАТ-С ООО,Хром,,,,,,,,,,,,,
L-МЕТИЛФОЛАТ ТАБЛ. П/О ПО 165МГ №90 КВАДРАТ-С | КВАДРАТ-С ООО | КВАДРАТ-С ООО,L-метилфолат,,,,,,,,,,,,,
"DR. MYBO ПСИЛЛИУМ КАПС. ПО 0,475Г №90 | УДАЧА ООО | УДАЧА ООО",Псиллиум,,,,,,,,,,,,,
AWOCHACTIVE КОЛЛАГЕН МОРСКОЙ КАПС. ПО 770МГ №60 | АРСЕНАЛ АТЛЕТА ООО | АРСЕНАЛ АТЛЕТА ООО,Коллаген,,,,,,,,,,,,,
