product_id,mnn_enrichment_run_id,normalized_text,final_mnn_candidate,final_mnn_method,mnn_enrichment_status,retry_count,search_queries,fallback_queries,top_evidence_urls,top_evidence_titles,top_evidence_sources,research_summary,resolved_rx_otc,resolved_age,needs_human_review,raw_artifact_path
5729,459,СТОМАТОФИТ ФРЕШ ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА ФЛ. 250МЛ | Фитофарм кленка АО | Фитофарм кленка АО,"Ромашки Аптечной Цветки, Дуба Кора, Шалфея Лекарственного Листья, Арники Трава, Аира Обыкновенного Корневища, Мяты Перечной Трава, Тимьяна Трава",enrichment,ok,0,СТОМАТОФИТ ФРЕШ МНН ГРЛС | СТОМАТОФИТ ФРЕШ рецептурный безрецептурный ГРЛС | СТОМАТОФИТ ФРЕШ инструкция применение возраст дети взрослые,,https://24stoma.ru/stomatofit.html | https://www.vidal.ru/drugs/stomatophit__15791 | https://allmed.pro/ru/drugs/stomatofit | https://24stoma.ru/stomatofit.html | https://clinic-m.ru/articles/stomatofit-instruktsiya-po-primeneniyu-opolaskivatelya-ekstrakta-i-smesi | https://zdorovi.net/preparaty/stomatofit.html | https://www.vidal.ru/drugs/stomatophit__15791 | https://medi.ru/instrukciya/stomatofit_816/ | https://detirkutsk.ru/3210-stomatofit-instrukciya-po-primeneniyu.html | https://o-krohe.ru/protivovospalitelnyj-preparat/stomatofit/ | https://mc-diagnost.com/articles/stomatofit | http://lekhar.ru/lekarstva/preparaty-dlja-polosti-rta/stomatofit-instrukcija-po-primeneniju/,"Стоматофит для полоскания рта - инструкция, схема применения, отзывы | Стоматофит инструкция по применению: показания, противопоказания ... | Стоматофит рецепт, инструкция по применению, показания, аналоги, состав | Стоматофит для полоскания рта - инструкция, схема применения, отзывы | Стоматофит: инструкция по применению, цена, отзывы, аналоги | Стоматофит − инструкция по применению, отзывы, аналоги, цена | Стоматофит инструкция по применению: показания, противопоказания ... | Стоматофит - официальная инструкция по применению, аналоги, цена ... | Стоматофит - инструкция по применению для детей и взрослых, аналоги | «Стоматофит» для детей: инструкция по применению, с какого возраста ... | Стоматофит − инструкция по применению, отзывы, аналоги, цена | Стоматофит: инструкция по применению, цена, отзывы, аналоги",24stoma.ru | www.vidal.ru | allmed.pro | 24stoma.ru | clinic-m.ru | zdorovi.net | www.vidal.ru | medi.ru | detirkutsk.ru | o-krohe.ru | mc-diagnost.com | lekhar.ru,"status=ok | Category=Drug | mnn=ромашки аптечной цветки, дуба кора, шалфея лекарственного листья, арники трава, аира обыкновенного корневища, мяты перечной трава, тимьяна трава | RX_OTC=OTC | Age=Универсальный | Стоматофит Фреш — это лекарственное средство (препарат) для местного применения в стоматологии, производитель — «Фитофарм» (Польша). Согласно данным из Государственного реестра лекарственных средств (ГРЛС), в состав входят: ромашки аптечной цветки, дуба кора, шалфея…",otc,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
6506,459,СИРОП ШИПОВНИКА ФЛ. 250МЛ МИРРОЛЛА | МИРРОЛЛА ООО | МИРРОЛЛА ООО,,,ok_partial,2,Сироп шиповника МНН ГРЛС | Сироп шиповника рецептурный безрецептурный ГРЛС | Сироп шиповника инструкция применение возраст дети взрослые,,https://www.lsgeotar.ru/drugs/rosehip-syrup-BA5m | https://www.lsgeotar.ru/drugs/rosae-fructuum-syrup-AGNV | https://www.rlsnet.ru/drugs/sipovnika-sirop-32584 | https://aptekamos.ru/tovary/lekarstva/shipovnika-plody-3932/shipovnika-plodov-sirop-sirop-250ml-14746/instrukciya | https://www.vidal.ru/drugs/rosae_frustus_syrup__25197 | https://www.rlsnet.ru/drugs/sipovnika-sirop-32584 | https://www.lsgeotar.ru/drugs/rosehip-syrup-BA5m | https://www.rlsnet.ru/baa/sirop-sipovnika-28163 | https://www.vidal.ru/drugs/rosae_syrup__32889 | https://medum.ru/sirop-shipovnika-instrukciya | https://health.mail.ru/drug/shipovnika_sirop/ | https://www.vidal.ru/drugs/rosae_syrup__32889,"Шиповника сироп - Информация о препарате - ЛС ГЭОТАР | Шиповника плодов сироп - Информация о препарате - ЛС ГЭОТАР | Шиповника сироп — инструкция по применению, дозы, побочные действия ... | Инструкция по применению Шиповника плодов сироп сироп 250мл | Шиповника плодов сироп инструкция по применению: показания ... | Шиповника сироп — инструкция по применению, дозы, побочные действия ... | Шиповника сироп - Информация о препарате - ЛС ГЭОТАР | Сироп шиповника — инструкция по применению, аналоги, форма выпуска | Шиповника сироп инструкция по применению: показания, противопоказания ... | Шиповника сироп — инструкция по применению | справочник лекарственных ... | ШИПОВНИКА СИРОП сироп - инструкция по применению, цена, дозировки ... | Шиповника сироп инструкция по применению: показания, противопоказания ...",www.lsgeotar.ru | www.lsgeotar.ru | www.rlsnet.ru | aptekamos.ru | www.vidal.ru | www.rlsnet.ru | www.lsgeotar.ru | www.rlsnet.ru | www.vidal.ru | medum.ru | health.mail.ru | www.vidal.ru,"status=ok_partial | Category=Drug | RX_OTC=OTC | Age=Универсальный | Сироп шиповника является лекарственным средством (препаратом). В поисковых результатах не указано международное непатентованное название (МНН) или действующее вещество, поэтому поле mnn равно null. Препарат отпускается без рецепта, так как в инструкциях упоминается возможность…",otc,универсальный,True,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
6593,459,СИНДРАНОЛ ТАБЛ. ПРОЛОНГ. П/ПЛЕН/ОБ. 8МГ №28 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО/ФАРМАТЕН ИНТЕРНЕШНЛ С.А. | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД АО/ФАРМАТЕН ИНТЕРНЕШНЛ С.А.,Ропинирол,enrichment,ok,0,СИНДРАНОЛ МНН ГРЛС | СИНДРАНОЛ рецептурный безрецептурный ГРЛС | СИНДРАНОЛ инструкция применение возраст дети взрослые,,https://www.vidal.ru/drugs/sindranol | https://www.rlsnet.ru/drugs/sindranol-78224 | https://health.mail.ru/drug/sindranol-1/ | https://medi.ru/instrukciya/sindranol_13174/ | https://www.webapteka.ru/drugbase/name53531.html | https://www.neboleem.net/sindranol.php | https://aptekamos.ru/tovary/lekarstva/ropinirol-11371/sindranol-tabletki-4mg-85449/instrukciya | https://apteka.ru/product/sindranol-0008-n28-tabl-prolong-pplenoboloch-5e3275b9ca7bdc000193319a/instructions/ | https://www.rlsnet.ru/drugs/sindranol-78224 | https://grls.rosminzdrav.ru/ | https://www.vidal.ru/drugs/sindranol | https://health.mail.ru/drug/sindranol-1/,"Синдранол инструкция по применению: показания, противопоказания ... | Синдранол — инструкция по применению, дозы, побочные действия, аналоги ... | Синдранол таблетки - инструкция по применению, цена, дозировки, аналоги ... | Синдранол - официальная инструкция по применению, аналоги, цена ... | Синдранол — инструкция по применению, описание, вопросы по препарату | Синдранол - инструкция по применению, аналоги, отзывы, цена, 8 мг | Инструкция Синдранол таблетки 4мг: показания и противопоказания, состав ... | Синдранол 0,008 N28 Табл Пролонг П/Плен/Оболоч Инструкция По Применению ... | Синдранол — инструкция по применению, дозы, побочные действия, аналоги ... | rosminzdrav.ru | Синдранол инструкция по применению: показания, противопоказания ... | Синдранол таблетки - инструкция по применению, цена, дозировки, аналоги ...",www.vidal.ru | www.rlsnet.ru | health.mail.ru | medi.ru | www.webapteka.ru | www.neboleem.net | aptekamos.ru | apteka.ru | www.rlsnet.ru | grls.rosminzdrav.ru | www.vidal.ru | health.mail.ru,"status=ok | Category=Drug | mnn=Ропинирол | RX_OTC=RX | Age=Взрослый | Синдранол является противопаркинсоническим средством, агонистом допаминовых рецепторов неэрголиновой структуры, действующим веществом которого является ропинирол (источники: Видаль, РЛС, Меди.ру). Препарат применяется внутрь один раз в сутки, таблетки пролонгированного…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
7625,459,РОСИНСУЛИН С МЕДСИНТЕЗ СУСП. ДЛЯ П/К ВВЕД. 100МЕ/МЛ КАРТРИДЖ 3МЛ №5 | ЗАВОД МЕДСИНТЕЗ ООО | ЗАВОД МЕДСИНТЕЗ ООО,Инсулин человеческий,enrichment,ok,0,РОСИНСУЛИН С МНН ГРЛС | РОСИНСУЛИН С рецептурный безрецептурный ГРЛС | РОСИНСУЛИН С инструкция применение возраст дети взрослые,,https://megapteka.ru/specials/guide_rosinsulin-instrukciya-po-6417 | https://www.vidal.ru/drugs/rosinsuline_s__21123 | https://www.vidal.ru/drugs/rosinsulin-glargin | https://allmed.pro/drugs/rosinsulin-s | https://www.vidal.ru/drugs/rosinsuline_s__21123 | https://grls.rosminzdrav.ru/ | https://medi.ru/instrukciya/rosinsulin-s_23082/ | https://www.rlsnet.ru/drugs/rosinsulin-s-36426 | https://www.vidal.ru/drugs/rosinsuline_s__21123 | https://health.mail.ru/drug/rosinsulin_s/ | https://medi.ru/instrukciya/rosinsulin-s_23082/ | https://www.rlsnet.ru/drugs/rosinsulin-s-36426,"Росинсулин инструкция по применению: Состав, показания ... | Росинсулин С инструкция по применению: показания, противопоказания ... | Росинсулин Гларгин инструкция по применению: показания ... | Росинсулин С рецепт, инструкция по применению, показания, аналоги, состав | Росинсулин С инструкция по применению: показания, противопоказания ... | rosminzdrav.ru | Росинсулин С - инструкция по применению | Росинсулин С — инструкция по применению, дозы, побочные действия ... | Росинсулин С инструкция по применению: показания, противопоказания ... | РОСИНСУЛИН С суспензия - инструкция по применению, цена, дозировки ... | Росинсулин С - инструкция по применению | Росинсулин С — инструкция по применению, дозы, побочные действия ...",megapteka.ru | www.vidal.ru | www.vidal.ru | allmed.pro | www.vidal.ru | grls.rosminzdrav.ru | medi.ru | www.rlsnet.ru | www.vidal.ru | health.mail.ru | medi.ru | www.rlsnet.ru,"status=ok | Category=Drug | mnn=Инсулин человеческий | RX_OTC=RX | Age=Универсальный | Росинсулин С — это лекарственный препарат, содержащий человеческий инсулин, полученный методом рекомбинантной ДНК. Он относится к инсулинам средней продолжительности действия (источник: medi.ru, rlsnet.ru). Препарат отпускается по рецепту (источник: allmed.pro). Информация о…",rx,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
7651,459,РОМАШКИ АПТЕЧНОЙ ЦВЕТКИ 50Г ХЕРБЕС | ХЕРБЕС ООО | ХЕРБЕС ООО,Ромашки аптечной цветки,enrichment,ok,0,РОМАШКИ АПТЕЧНОЙ ЦВЕТКИ МНН ГРЛС | РОМАШКИ АПТЕЧНОЙ ЦВЕТКИ рецептурный безрецептурный ГРЛС | РОМАШКИ АПТЕЧНОЙ ЦВЕТКИ инструкция применение возраст дети взрослые,,https://www.vidal.ru/drugs/chamomillae_flores__16503 | https://medum.ru/romashki-aptechnoj-cvetki | https://medi.ru/instrukciya/romashki-aptechnoy-tsvetki_23050/ | https://medum.ru/romashki-aptechnoj-cvetki | https://www.vidal.ru/drugs/chamomillae_flores__16503 | https://aptekamos.ru/tovary/bad/romashka-aptechnaya-4569/romashka-aptechnaya-cvetki-50g-69179/instrukciya | https://health.mail.ru/drug/romashki_aptechnoy_tsvetki/ | https://bz.medvestnik.ru/classify/mnn/Romashki-aptechnoi-cvetki.html | https://www.vidal.ru/drugs/chamomillae_flores__16503 | https://health.mail.ru/drug/romashki_tsvetki/ | https://drugs.medelement.com/drug/%D1%80%D0%BE%D0%BC%D0%B0%D1%88%D0%BA%D0%B8-%D1%86%D0%B2%D0%B5%D1%82%D0%BA%D0%B8-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/959406351477650942?instruction_lang=RU | https://medum.ru/romashki-aptechnoj-cvetki,"Ромашки цветки инструкция по применению: показания, противопоказания ... | Ромашки аптечной цветки — инструкция по применению | Medum.ru | Ромашки аптечной цветки измельченные - Лек С+ - официальная инструкция ... | Ромашки аптечной цветки — инструкция по применению | Medum.ru | Ромашки цветки инструкция по применению: показания, противопоказания ... | Инструкция по применению Ромашка аптечная цветки 50г: показания и ... | Ромашки аптечной цветки None - инструкция по применению, цена ... | Ромашки аптечной цветки: инструкция по применению, аналоги, статьи | Ромашки цветки инструкция по применению: показания, противопоказания ... | РОМАШКИ ЦВЕТКИ - инструкция по применению, цена, дозировки, аналоги ... | Ромашки цветки: инструкция по применению, показания. | Ромашки аптечной цветки — инструкция по применению | Medum.ru",www.vidal.ru | medum.ru | medi.ru | medum.ru | www.vidal.ru | aptekamos.ru | health.mail.ru | bz.medvestnik.ru | www.vidal.ru | health.mail.ru | drugs.medelement.com | medum.ru,"status=ok | Category=Drug | mnn=Ромашки аптечной цветки | RX_OTC=OTC | Age=Универсальный | Согласно инструкциям, ромашки аптечной цветки являются лекарственным растительным сырьем (сырье растительное измельченное) и применяются в качестве настоя внутрь и местно. Препарат обладает противовоспалительным, спазмолитическим и умеренным антимикробным действием. Дозировки…",otc,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
7807,459,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 5МГ №30 ПРАНАФАРМ | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Розувастатин,enrichment,ok,0,РОЗУВАСТАТИН МНН ГРЛС | РОЗУВАСТАТИН рецептурный безрецептурный ГРЛС | РОЗУВАСТАТИН инструкция применение возраст дети взрослые,,https://www.vidal.ru/drugs/rosuvastatin__44535 | https://allmed.pro/ru/drugs/rozuvastatin | https://www.vidal.ru/drugs/rosuvastatin__44624 | https://www.vidal.ru/drugs/rosuvastatin__44535 | https://drugs.medelement.com/drug/%D1%80%D0%BE%D0%B7%D1%83%D0%B2%D0%B0%D1%81%D1%82%D0%B0%D1%82%D0%B8%D0%BD-10%D0%BC%D0%B3-%D0%B8%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F/873473161669965240?instruction_lang=RU | https://health.mail.ru/drug/rozuvastatin-1/ | https://medum.ru/rozuvastatin | https://medspravochnik.com/drugs/statiny/rozuvastatin/ | https://ozonpharm.ru/wp-content/uploads/2024/06/7c23a099c889939b92f4465751ddf946-3.pdf | https://megapteka.ru/specials/guide_rozuvastatin-instrukciya-po-5601 | https://www.pharmcontrol.ru/reference/inn/591/ | https://grls.pharm-portal.ru/grls/86d649ff-50bd-49c9-bfbb-d774c6c5daab,"Розувастатин инструкция по применению: показания, противопоказания ... | Розувастатин рецепт, инструкция по применению, показания, аналоги, состав | Розувастатин инструкция по применению: показания, противопоказания ... | Розувастатин инструкция по применению: показания, противопоказания ... | Розувастатин (10 мг): инструкция по применению, показания. | Розувастатин таблетки - инструкция по применению, цена, дозировки ... | Розувастатин — инструкция по применению | справочник лекарственных ... | Розувастатин — инструкция по применению, показания, дозировки и ... | PDF Розувастатин инструкция | Розувастатин инструкция по применению: Для чего назначают, аналоги ... | Розувастатин - МНН лекарственного средства - Фармконтроль | Розувастатин - ГРЛС: Справочник РУ - Государственный реестр ...",www.vidal.ru | allmed.pro | www.vidal.ru | www.vidal.ru | drugs.medelement.com | health.mail.ru | medum.ru | medspravochnik.com | ozonpharm.ru | megapteka.ru | www.pharmcontrol.ru | grls.pharm-portal.ru,"status=ok | Category=Drug | mnn=Розувастатин | RX_OTC=RX | Age=Взрослый | Препарат Розувастатин является лекарственным средством, его МНН — Розувастатин (источники: ГРЛС, Фармконтроль). Согласно инструкции, он противопоказан при беременности и в период лактации, а также не рекомендуется женщинам репродуктивного возраста без надежной контрацепции…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
7816,459,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №90 ОЗОН | ОЗОН ООО | ОЗОН ООО,Розувастатин,enrichment,ok,0,РОЗУВАСТАТИН МНН ГРЛС | РОЗУВАСТАТИН рецептурный безрецептурный ГРЛС | РОЗУВАСТАТИН инструкция применение возраст дети взрослые,,https://www.vidal.ru/drugs/rosuvastatin__44535 | https://allmed.pro/ru/drugs/rozuvastatin | https://www.pharmcontrol.ru/reference/inn/591/ | https://grls.pharm-portal.ru/grls/86d649ff-50bd-49c9-bfbb-d774c6c5daab | https://grls.pharm-portal.ru/grls/3ab53ce0-82bd-4b3e-8bf0-0073c7f5576d | https://www.pharmcontrol.ru/registry/drugs/9682/ | https://vaskov.pro/grls/0ae95044-9f67-1ba9-819f-67ef32a001a4 | https://vaskov.pro/grls/0ae95063-9f67-1630-819f-67df44cc0342 | https://zdravmedinform.ru/grls/reg-lp-007407.html | https://grls.pharm-portal.ru/grls/86d649ff-50bd-49c9-bfbb-d774c6c5daab | https://grls.pharm-portal.ru/grls/3ab53ce0-82bd-4b3e-8bf0-0073c7f5576d | https://zdravmedinform.ru/grls/reg-lp-010846-rg-ru.html,"Розувастатин инструкция по применению: показания, противопоказания ... | Розувастатин рецепт, инструкция по применению, показания, аналоги, состав | Розувастатин - МНН лекарственного средства - Фармконтроль | Розувастатин - ГРЛС: Справочник РУ - Государственный реестр ... | Розувастатин-СЗ - ГРЛС: Справочник РУ - Государственный реестр ... | РОЗУВАСТАТИН - ГРЛС - Фармконтроль | Розувастатин-сз — Ру Лп-№(005879)-(Рг-ru) В Грлс · Госаналитика | Розувастатин — Ру Лп-№(009051)-(Рг-ru) В Грлс · Госаналитика | РОЗУВАСТАТИН | ЛП-007407 | ГРЛС 2026 | Розувастатин - ГРЛС: Справочник РУ - Государственный реестр ... | Розувастатин-СЗ - ГРЛС: Справочник РУ - Государственный реестр ... | Розувастатин | Лп-№ (010846)- (Рг-ru) | Грлс 2025",www.vidal.ru | allmed.pro | www.pharmcontrol.ru | grls.pharm-portal.ru | grls.pharm-portal.ru | www.pharmcontrol.ru | vaskov.pro | vaskov.pro | zdravmedinform.ru | grls.pharm-portal.ru | grls.pharm-portal.ru | zdravmedinform.ru,"status=ok | Category=Drug | mnn=Розувастатин | RX_OTC=RX | Age=Взрослый | Розувастатин является лекарственным средством, зарегистрированным в Государственном реестре лекарственных средств (ГРЛС). Международное непатентованное наименование (МНН) — Розувастатин. Препарат относится к группе статинов (АТХ-код C10AA07) и применяется для снижения уровня…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
7858,459,РОЗУВАСТАТИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Розувастатин,enrichment,ok,0,РОЗУВАСТАТИН РЕНЕВАЛ МНН ГРЛС | РОЗУВАСТАТИН РЕНЕВАЛ рецептурный безрецептурный ГРЛС | РОЗУВАСТАТИН РЕНЕВАЛ инструкция применение возраст дети взрослые,,https://yandex.ru/medicine/medicaments/rozuvastatin-reneval | https://www.vidal.ru/drugs/rozuvastatin-reneval | https://health.mail.ru/drug/rozuvastatin_reneval/ | https://aptekamos.ru/tovary/lekarstva/rozuvastatin-8530/rozuvastatin-reneval-tabletki-10mg-106156/instrukciya | https://www.lsgeotar.ru/drugs/rozuvastatine-reneval-ADAE | https://www.rlsnet.ru/drugs/rozuvastatin-reneval-88497 | https://yandex.ru/medicine/medicaments/rozuvastatin-reneval | https://health.mail.ru/drug/rozuvastatin_reneval/ | https://medum.ru/rozuvastatin-reneval | https://www.vidal.ru/drugs/rozuvastatin-reneval | https://www.vidal.ru/drugs/rosuvastatin__44624 | https://www.renewal.ru/products/rozuvastatin-reneval/,"Розувастатин Реневал — инструкция по применению, противопоказания ... | Розувастатин Реневал инструкция по применению: показания ... | Розувастатин Реневал таблетки - инструкция по применению, цена ... | Инструкция по применению Розувастатин Реневал таблетки 10мг: показания ... | Розувастатин Реневал - Информация о препарате - ЛС ГЭОТАР | Розувастатин Реневал — инструкция по применению, дозы, побочные ... | Розувастатин Реневал — инструкция по применению, противопоказания ... | Розувастатин Реневал таблетки - инструкция по применению, цена ... | Розувастатин Реневал таблетки — инструкция по применению, цена, отзывы ... | Розувастатин Реневал инструкция по применению: показания ... | Розувастатин инструкция по применению: показания, противопоказания ... | Розувастатин Реневал 10 мг №30: инструкция по применению",yandex.ru | www.vidal.ru | health.mail.ru | aptekamos.ru | www.lsgeotar.ru | www.rlsnet.ru | yandex.ru | health.mail.ru | medum.ru | www.vidal.ru | www.vidal.ru | www.renewal.ru,"status=ok | Category=Drug | mnn=розувастатин | RX_OTC=RX | Age=Взрослый | Розувастатин Реневал — лекарственный препарат из группы гиполипидемических средств, действующее вещество — розувастатин (источник: yandex.ru/medicine/medicaments/rozuvastatin-reneval). Препарат относится к статинам, ингибиторам ГМГ-КоА-редуктазы…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
8055,459,РИМАСОПТ ВМ КАПЛИ ГЛАЗНЫЕ 2МГ/МЛ+5МГ/МЛ ФЛ. 5МЛ №1 | Уорлд медицин илач сан. ве тидж. Аш | Уорлд медицин илач сан. ве тидж. Аш,"Бримонидин, Тимолол",enrichment,ok,0,РИМАСОПТ ВМ МНН ГРЛС | РИМАСОПТ ВМ рецептурный безрецептурный ГРЛС | РИМАСОПТ ВМ инструкция применение возраст дети взрослые,,https://pharmproduct.ru/drugs/rimasopt-vm | https://www.vidal.ru/drugs/rimasopt-vm | https://medum.ru/rimasopt-vm-kapli | https://www.rlsnet.ru/drugs/rimasopt-vm-85870 | https://medum.ru/rimasopt-vm | https://medi.ru/instrukciya/rimasopt-vm_26499/ | https://tabletka.efim360.ru/drug/rimasopt-vm | https://medum.ru/rimasopt-vm-kapli | https://medum.ru/rimasopt-vm | https://medi.ru/instrukciya/rimasopt-vm_26499/ | https://pharmproduct.ru/drugs/rimasopt-vm | https://health.mail.ru/drug/rimasopt_vm/,"Римасопт ВМ — инструкция по применению, аналоги | PharmProduct | Римасопт ВМ инструкция по применению: показания, противопоказания ... | Римасопт ВМ капли — инструкция по применению, цена, отзывы | справочник ... | Римасопт ВМ — инструкция по применению, дозы, побочные действия ... | Римасопт ВМ — инструкция по применению | справочник лекарственных ... | Римасопт ВМ - инструкция по применению | РИМАСОПТ ВМ - инструкция по применению | Римасопт ВМ капли — инструкция по применению, цена, отзывы | справочник ... | Римасопт ВМ — инструкция по применению | справочник лекарственных ... | Римасопт ВМ - инструкция по применению | Римасопт ВМ — инструкция по применению, аналоги | PharmProduct | Римасопт ВМ капли - инструкция по применению, цена, дозировки, аналоги ...",pharmproduct.ru | www.vidal.ru | medum.ru | www.rlsnet.ru | medum.ru | medi.ru | tabletka.efim360.ru | medum.ru | medum.ru | medi.ru | pharmproduct.ru | health.mail.ru,"status=ok | Category=Drug | mnn=бримонидин, тимолол | RX_OTC=RX | Age=Взрослый | Римасопт ВМ — комбинированный лекарственный препарат в форме глазных капель, содержащий два действующих вещества: бримонидин и тимолол (источники: medum.ru, medi.ru, tabletka.efim360.ru). Препарат зарегистрирован в ГРЛС (рег. номер ЛП-№ (012290)-(РГ-RU)) и производится…",rx,взрослые,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
8201,459,РЕПЕШОК ОБЫКНОВЕННЫЙ ТРАВА 50Г ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,,,ok,0,РЕПЕШОК ОБЫКНОВЕННЫЙ ТРАВА МНН ГРЛС | РЕПЕШОК ОБЫКНОВЕННЫЙ ТРАВА рецептурный безрецептурный ГРЛС | РЕПЕШОК ОБЫКНОВЕННЫЙ ТРАВА инструкция применение возраст дети взрослые,,https://bz.medvestnik.ru/drugs/39376.html | https://bz.medvestnik.ru/drugs/16114.html | https://bz.medvestnik.ru/drugs/16111.html | https://medum.ru/repeshok-obyknovennyj-trava | https://medum.ru/repeshok-obyknovennyj | https://www.webapteka.ru/drugbase/name11845.html | https://aptekamos.ru/tovary/bad/repeshok-obyknovennyyo-7978/repeshok-obyknovennyyo-trava-50g-27590/instrukciya | https://apteka.103.by/repeshok-obyknovennyy-instruktsiya/ | https://apteka.ru/product/repeshok-obyknovennyj-50-gr-nasledie-prirody-5e326cd9ca7bdc000192f079/instructions/ | https://www.rlsnet.ru/drugs/repesok-obyknovennyi-12781 | https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BF%D0%B5%D1%88%D0%BE%D0%BA_%D0%BE%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9 | https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%BF%D0%B5%D1%88%D0%BE%D0%BA,"Репешок обыкновенный трава: инструкция по применению, классификация ... | Репешок обыкновенный трава: инструкция по применению, классификация ... | Репешок обыкновенный трава: инструкция по применению, классификация ... | Репешок обыкновенный, трава — инструкция по применению | справочник ... | Репешок обыкновенный — инструкция по применению | справочник ... | Репешок обыкновенный — инструкция по применению, описание | Инструкция по применению Репешок обыкновенный трава 50г | Репешок обыкновенный: инструкция по применению | Репешок обыкновенный 50 гр Наследие природы инструкция по применению ... | Репешок обыкновенный — инструкция по применению, дозы, побочные ... | Репешок обыкновенный — Википедия | Репешок — Википедия",bz.medvestnik.ru | bz.medvestnik.ru | bz.medvestnik.ru | medum.ru | medum.ru | www.webapteka.ru | aptekamos.ru | apteka.103.by | apteka.ru | www.rlsnet.ru | ru.wikipedia.org | ru.wikipedia.org,"status=ok | Category=BAS | RX_OTC=not applicable | Age=Универсальный | Согласно найденным данным, репешок обыкновенный трава классифицируется как биологически активная добавка (БАД) (источник: https://bz.medvestnik.ru/drugs/16111.html). Инструкция по применению указывает, что принимают взрослым по 1 стакану настоя в день…",unknown,универсальный,True,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
8566,459,РАБИЕТ КАПС. КИШ/РАСТ. 20МГ №14 АЛИУМ | АЛИУМ АО | АЛИУМ АО,Рабепразол,enrichment,ok,0,РАБИЕТ МНН ГРЛС | РАБИЕТ рецептурный безрецептурный ГРЛС | РАБИЕТ инструкция применение возраст дети взрослые,,https://grls.rosminzdrav.ru/ | https://www.rlsnet.ru/drugs/rabiet-78983 | https://edu-rosminzdrav.ru/grls-mnn-chto-eto/ | https://grls.rosminzdrav.ru/ | https://www.rlsnet.ru/drugs/rabiet-78983 | https://www.vidal.ru/drugs/rabiet__45198 | https://www.rlsnet.ru/drugs/rabiet-78983 | https://health.mail.ru/drug/rabiet-1/ | https://www.vidal.ru/drugs/rabiet__45198 | https://www.webapteka.ru/drugbase/name51941.html | https://apteka.ru/product/rabiet-002-n28-kaps-kishechnorastvor-63d36f9a6d590277f2df371e/instructions/ | https://medum.ru/rabiet-capsules,"rosminzdrav.ru | Рабиет — инструкция по применению, дозы, побочные действия, аналоги ... | Грлс мнн что это - edu.rosminzdrav | rosminzdrav.ru | Рабиет — инструкция по применению, дозы, побочные действия, аналоги ... | Рабиет инструкция по применению: показания, противопоказания, побочное ... | Рабиет — инструкция по применению, дозы, побочные действия, аналоги ... | Рабиет капсулы - инструкция по применению, цена, дозировки, аналоги ... | Рабиет инструкция по применению: показания, противопоказания, побочное ... | Рабиет — инструкция по применению, описание, вопросы по препарату | Инструкция По Применению Рабиет 0,02 N28 Капс Кишечнораствор | Рабиет капсулы — инструкция по применению, цена, отзывы | справочник ...",grls.rosminzdrav.ru | www.rlsnet.ru | edu-rosminzdrav.ru | grls.rosminzdrav.ru | www.rlsnet.ru | www.vidal.ru | www.rlsnet.ru | health.mail.ru | www.vidal.ru | www.webapteka.ru | apteka.ru | medum.ru,"status=ok | Category=Drug | mnn=Рабепразол | RX_OTC=RX | Age=Универсальный | Препарат Рабиет содержит действующее вещество рабепразол натрия, которое относится к классу антисекреторных соединений, производных бензимидазола, и подавляет секрецию желудочного сока путем ингибирования Н+/К+-АТФазы (протонный насос) (источник: rlsnet.ru, vidal.ru).…",rx,универсальный,False,redesign/artifacts/mnn_wave500_v3_searxng_raw.jsonl
