product_id,run_id_source,normalized_text,product_kind,attr_mnn,attr_rx_otc,mnn_uteka,rx_uteka,mnn_asna,rx_asna,mnn_apteka,rx_apteka,mnn_vidal,rx_vidal,source_canonical_json,component_stats_json,resolved_mnn,resolved_mnn_components,mnn_resolution_status,resolution_reason,resolved_rx_otc,resolved_age_segment,needs_mnn_enrichment,enrichment_called,mnn_enrichment_status,mnn_enriched,rx_otc_enriched,age_enriched,final_candidate_mnn,needs_human_review,evidence_urls,enrichment_retried,enrichment_retry_query
4611,341,ТОРАКСОЛ СОЛЮШН ТАБЛЕТС ТАБЛ. ДИСПЕРГ. 60МГ №10 | ОЗОН ООО | ОЗОН ООО,drug,,,Амброксол,otc,Амброксол,otc,Амброксол,,Амброксол,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Амброксол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амброксол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Амброксол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амброксол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Амброксол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амброксол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Амброксол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Амброксол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Амброксол"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Амброксол,Амброксол,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Амброксол,False,,,
4693,341,"ТОЛПЕРИЗОН+ЛИДОКАИН-БИНЕРГИЯ Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ+2,5МГ/МЛ АМП. 1МЛ №10 | КУРСКАЯ БИОФАБРИКА - ФИРМА БИОК ФГУП | КУРСКАЯ БИОФАБРИКА - ФИРМА БИОК ФГУП",drug,Толперизон + Лидокаин,rx,,,Гидрокортизон* + Лидокаин,rx,Ницерголин,rx,Доксазозин,rx,"[{""source"": ""apteka"", ""raw_mnn"": ""Ницерголин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Ницерголин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Гидрокортизон* + Лидокаин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Гидрокортизон"", ""Лидокаин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Доксазозин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Доксазозин""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,equal_conflict,rx,unknown,True,True,ok,"Толперизон, Лидокаин",rx,взрослые,"Толперизон, Лидокаин",False,https://www.rlsnet.ru/active-substance/tolperizon-lidokain-2608 | https://www.vidal.ru/drugs/tolperizon-lidokain-binergiya | https://www.vidal.ru/drugs/tolperisone_lidocaine | https://www.vidal.ru/drugs/tolperizon-lidokain-binergiya | https://health.mail.ru/drug/tolperizon-lidokainbinergiya/ | https://www.vidal.ru/drugs/tolperisone_lidocaine | https://www.rlsnet.ru/drugs/tolperizonlidokain-binergiya-88489 | https://medvestnik.ru/ls/a0e40638-6d2c-4b3a-884d-9b9492839a24.html | https://www.rlsnet.ru/drugs/tolperizon-lidokain-86729 | https://zdravcity.ru/p_tolperizon-lidokain-binergija-rastvor-dlja-v-m-vved-100mg-2-5mg-ml-1ml-5sht-0203139.html | https://velpharm.group/catalog/tolperizon-lidokain/ | https://cyberleninka.ru/article/n/mestnye-anestetiki-v-stomatologii-ogranichenie-primeneniya | https://base.garant.ru/52490001/ | https://www.pharmcontrol.ru/registry/drugs/7887/ | https://zdravcity.ru/p_tolperizon-lidokain-binergija-rastvor-dlja-v-m-vved-100mg-2-5mg-ml-1ml-5sht-0203139.html | https://apteka.ru/product/tolperizonlidokain-binergiya-100-mgml25-mgml-5-sht-ampuly-rastvor-dlya-vnutrimyshechnogo-vvedeniya-1-ml-648fd771f61c3dd27b8817bb/,,
4741,342,ТИОЦЕТАМ Р-Р ДЛЯ В/В И В/М ВВЕД. 25МГ/МЛ+100МГ/МЛ АМП. 5МЛ №10 | ОЗОН ООО | ОЗОН ООО,drug,,rx,,,,,,,Пирацетам,rx,"[{""source"": ""vidal"", ""raw_mnn"": ""Пирацетам"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Пирацетам""], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,unknown,unknown,True,True,ok,"Морфолиния тиазотат, Пирацетам",rx,взрослые,"Морфолиния тиазотат, Пирацетам",False,https://megapteka.ru/specials/guide_tiocetam-instrukciya-po-3959 | https://aptekamos.ru/tovary/lekarstva/morfoliniya-tiazotat-piracetam-16327/tiocetam-rastvor-dlya-inekciyo-25mg-100mg-ml-5ml-68587/instrukciya | https://aptekamos.ru/tovary/lekarstva/morfoliniya-tiazotat-piracetam-16327/tiocetam-tabletki-68589/instrukciya | https://medi.ru/instrukciya/tiotsetam_7192/ | https://www.vidal.ru/drugs/thiocetam__38462 | https://apteka.103.by/tiotcetam-instruktsiya/ | https://cyberleninka.ru/article/n/nootropnye-preparaty-v-kompleksnoy-terapii-hronicheskogo-alkogolizma | https://base.garant.ru/52490001/ | https://kemgmu.ru/socpolicy/obshchestvennye-organizatsii/obedinennyy-sovet-obuchayushchikhsya/%D0%A1%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2%20%D0%BA%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B8_%D0%90%D0%BA%D1%82%D1%83%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC%D1%8B%20%D0%B8%20%D0%BF%D0%B5%D1%80%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D1%8B%20%D1%84%D0%B0%D1%80%D0%BC%D0%B0%D1%86%D0%B5%D0%B2%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BD%D0%B0%D1%83%D0%BA%D0%B8%20%D0%B8%20%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8.pdf | https://grls.pharm-portal.ru/grls/eafa4769-a982-4a4b-87f7-5a80d224ac2a | https://zdravcity.ru/p_tiocetam-rastvor-dlja-v-v-i-v-m-vved-25mg-ml-100mg-ml-5ml-10sht-0187585.html | https://zdravcity.ru/p_tiocetam-tab-p-o-plen-50mg-200mg-n60-0098053.html | https://kemgmu.ru/socpolicy/obshchestvennye-organizatsii/obedinennyy-sovet-obuchayushchikhsya/%D0%A1%D0%B1%D0%BE%D1%80%D0%BD%D0%B8%D0%BA%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2%20%D0%BA%D0%BE%D0%BD%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B8_%D0%90%D0%BA%D1%82%D1%83%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BF%D1%80%D0%BE%D0%B1%D0%BB%D0%B5%D0%BC%D1%8B%20%D0%B8%20%D0%BF%D0%B5%D1%80%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D0%B8%D0%B2%D1%8B%20%D1%84%D0%B0%D1%80%D0%BC%D0%B0%D1%86%D0%B5%D0%B2%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BD%D0%B0%D1%83%D0%BA%D0%B8%20%D0%B8%20%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B8.pdf | https://planetazdorovo.ru/catalog/lekarstva-i-bad/nevrologiya-psikhiatriya/nootropy/tiocetam-rastvor-dlya-in%60%60ekcij-5133907/ | https://www.rigla.ru/product/tiotsetam-tabpo-plen-50mg200mg-no60-89348 | https://vitaexpress.ru/product/tiotsetam_r_r_dinekts__25mgml_100mgml_5ml__10amp_/,,
4782,342,ТИМОГЕН Р-Р ДЛЯ В/М ВВЕД. 100МКГ/МЛ АМП. 1МЛ №5 | ЦИТОМЕД МБНПК | ЦИТОМЕД МБНПК,drug,,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,Альфа-глутамил-триптофан,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Альфа-глутамил-триптофан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Альфа-глутамил-триптофан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Альфа-глутамил-триптофан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Альфа-глутамил-триптофан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Альфа-глутамил-триптофан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Альфа-глутамил-триптофан""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Альфа-глутамил-триптофан"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Альфа-глутамил-триптофан""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Альфа-глутамил-триптофан"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}]",Альфа-глутамил-триптофан,Альфа-глутамил-триптофан,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Альфа-глутамил-триптофан,False,,,
4808,342,"ТИЗОПТАН КАПЛИ ГЛАЗН. 0,3МГ/МЛ+5МГ/МЛ ФЛ. 3МЛ №1 | СЕНТИСС ФАРМА ПВТ. ЛТД. | СЕНТИСС ФАРМА ПВТ. ЛТД.",drug,,rx,Биматопрост + Тимолол,rx,Биматопрост* + Тимолол,rx,"Биматопрост, Тимолол",rx,Тимолол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Биматопрост + Тимолол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Биматопрост"", ""Тимолол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Биматопрост, Тимолол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Биматопрост"", ""Тимолол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Биматопрост* + Тимолол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Биматопрост"", ""Тимолол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Тимолол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тимолол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Тимолол"", ""source_count"": 4, ""sources"": [""uteka"", ""apteka"", ""asna"", ""vidal""]}, {""component"": ""Биматопрост"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}]","Тимолол, Биматопрост","Тимолол, Биматопрост",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Тимолол, Биматопрост",False,,,
4977,342,ТЕРБИНАФИН КРЕМ Д/НАРУЖ. ПРИМ. 1% ТУБА 30Г ОКСФОРД ЛАБОРАТОРИЗ | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД | ОКСФОРД ЛАБОРАТОРИЗ ПВТ. ЛТД,drug,Тербинафин,otc,Тербинафин,otc,,,Тербинафин,,,,"[{""source"": ""uteka"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Тербинафин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Тербинафин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Тербинафин"", ""source_count"": 2, ""sources"": [""uteka"", ""apteka""]}]",Тербинафин,Тербинафин,resolved_catalog,consensus,unknown,unknown,False,False,,,unknown,unknown,Тербинафин,False,,,
4998,342,"ТЕРАФЛЮ ОТ ГРИППА И ПРОСТУДЫ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ ЛИМОН ПАК. 22,1Г №10 | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН | ГКС КОНСЬЮМЕР ХЕЛС ИНК./ФАМАР ОРЛЕАН",drug,,безрецептурный,Парацетамол + Фенирамин + Фенилэфрин,otc,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,"Парацетамол, Аскорбиновая кислота, Фенирамин, Фенилэфрин",,,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Парацетамол + Фенирамин + Фенилэфрин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол"", ""Фенирамин"", ""Фенилэфрин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Парацетамол, Аскорбиновая кислота, Фенирамин, Фенилэфрин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол"", ""Аскорбиновая кислота"", ""Фенирамин"", ""Фенилэфрин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол"", ""Фенилэфрин"", ""Фенирамин"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Парацетамол"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Фенилэфрин"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Фенирамин"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Аскорбиновая кислота"", ""source_count"": 2, ""sources"": [""apteka"", ""asna""]}]","Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота","Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",False,,,
5083,342,ТЕМПОНОРМ ФЛЮ ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ 325МГ+10МГ+20МГ+50МГ ПАК. №5 | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,drug,,безрецептурный,,,Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота,otc,,,,otc,"[{""source"": ""asna"", ""raw_mnn"": ""Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Парацетамол"", ""Фенилэфрин"", ""Фенирамин"", ""Аскорбиновая кислота""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,otc,unknown,True,True,ok,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",otc,взрослые,"Парацетамол, Фенилэфрин, Фенирамин, Аскорбиновая кислота",False,https://aptekamos.ru/tovary/lekarstva/paracetamol-fenilefrin-feniramin-askorbinovaya-kislota-7951/temponorm-flyu-poroshok-325mg-10mg-20mg-50mg-22-1g-106962/instrukciya | https://megapteka.ru/specials/guide_zvezdochka-flyu-instrukciya-5442 | https://megapteka.ru/specials/guide_zvezdochka-flyu-instrukciya-5442 | https://www.rlsnet.ru/mkb/gripp-virus-ne-identificirovan-70 | https://zdravcity.ru/p_temponorm-flju-limon-poroshok-dlja-prig-rastvora-dlja-priema-vn-pak-5sht-0187807.html | https://zdravcity.ru/p_grippoflju-jekstra-ot-prostudy-i-grippa-por-d-prig-r-ra-d-priema-vnutr-13g-n3-limon-0086329.html | https://forums.rusmedserv.com/showthread.php?t=493771 | https://zdravcity.ru/p_zvezdochka-flju-por-d-r-ra-vnutr-malina-15g-n10-0000322.html | https://zdravcity.ru/p_teraflju-ot-grippa-i-prostudy-por-d-r-ra-vnutr-limon-22-1g-n4-0007257.html | https://forums.rusmedserv.com/showthread.php?t=487386 | https://zdravcity.ru/p_temponorm-flju-limon-poroshok-dlja-prig-rastvora-dlja-priema-vn-pak-5sht-0187807.html | https://zdravcity.ru/p_zvezdochka-flju-por-d-prig-r-r-d-priema-vnutr-pak-15g-n5-limon-0109907.html | https://zdravcity.ru/p_grippoflju-por-d-r-ra-vnutr-malina-13g-n10-0011331.html | https://zdravcity.ru/p_grippoflju-jekstra-ot-prostudy-i-grippa-por-d-prig-r-ra-d-priema-vnutr-13g-n3-limon-0086329.html | https://zdravcity.ru/p_teraflju-ot-grippa-i-prostudy-por-prigot-r-ra-d-vn-priema-22-1g-pak-n5-limon-0092580.html | https://zdravcity.ru/p_stopgripan-forte-por-d-r-ra-vnutr-limon-21-5g-n10-0009086.html,,
5181,342,"ТЕВАГРАСТИМ Р-Р ДЛЯ В/В П/К ВВЕД. 60 МЛН.МЕ/МЛ ШПРИЦ 0,8МЛ №1+УСТР. БЕЗОП. ИГЛ | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.",drug,,рецептурный,,,Филграстим,rx,Филграстим,rx,Филграстим,rx,"[{""source"": ""apteka"", ""raw_mnn"": ""Филграстим"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Филграстим""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Филграстим"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Филграстим""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Филграстим"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Филграстим""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Филграстим"", ""source_count"": 3, ""sources"": [""apteka"", ""asna"", ""vidal""]}]",Филграстим,Филграстим,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Филграстим,False,,,
5429,342,СУПРИМА-БРОНХО СИРОП ФЛ. 100МЛ | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД | ШРЕЯ ЛАЙФ САЕНСИЗ ПВТ.ЛТД,drug,,otc,,otc,,,"Дихлорбензиловый спирт, Амилметакрезол",,,otc,"[{""source"": ""uteka"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Дихлорбензиловый спирт, Амилметакрезол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Дихлорбензиловый спирт"", ""Амилметакрезол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]",[],,,unresolved_catalog,single_source,otc,unknown,True,True,ok_partial,,otc,универсальный,,True,https://www.rlsnet.ru/drugs/suprima-bronxo-21545 | https://megapteka.ru/specials/guide_suprima-bronho-instrukciya-po-3066 | https://megapteka.ru/specials/guide_ambrobene-instrukciya-po-869 | https://medvestnik.ru/ls/a0e407c1-52ff-47f2-a68b-9505729bf3db.html | https://www.rlsnet.ru/drugs/suprima-bronxo-21545 | https://www.vidal.ru/drugs/suprima-broncho__3461 | https://www.eapteka.ru/goods/drugs/respiratory/expectoration/suprima_bronkho_shreya/ | https://megapteka.ru/specials/guide_suprima-bronho-instrukciya-po-3066 | https://samara.asna.ru/cards/suprima-bronkho_100ml_sirop_shreya_layf_saensiz_pvt_ltd.html | https://medvestnik.ru/ls/a0e407c1-52ff-47f2-a68b-9505729bf3db.html | https://zdravcity.ru/p_suprima-bronho-sirop-ot-kashlja-100ml-0004743.html | http://centralsportschool.ru/f/formulyarnoe_rukovodstvo_dlya_vrachej_sportivnyh_uchrezhdenij.pdf | https://base.garant.ru/52490001/ | https://zdravcity.ru/p_suprima-pljus-maz-20g-n1-0014089.html | https://www.pharmindex.ru/pdf/pharmindex_481.pdf | https://zdravcity.ru/p_suprima-bronho-sirop-ot-kashlja-100ml-0004743.html,,
5672,343,СТРЕГА ТАБС ТАБЛ. П/ПЛЕН/ОБ. 5МГ №7 | Синтон Испания С.Л. | Синтон Испания С.Л.,drug,,rx,Левоцетиризин,otc,,,Левоцетиризин,,Левоцетиризин,otc,"[{""source"": ""uteka"", ""raw_mnn"": ""Левоцетиризин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоцетиризин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Левоцетиризин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоцетиризин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Левоцетиризин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Левоцетиризин""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Левоцетиризин"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""vidal""]}]",Левоцетиризин,Левоцетиризин,resolved_catalog,consensus,otc,unknown,False,False,,,unknown,unknown,Левоцетиризин,False,,,
6000,343,"СПАЗМОФАРМ Р-Р ДЛЯ В/М ВВЕД. 500МГ/МЛ+2МГ/МЛ+0,02МГ/МЛ АМП. 5МЛ №10 | ВетПром АД | ВетПром АД",drug,,rx,,,Метамизол натрия + Питофенон + Фенпивериния бромид,rx,,,Метамизол натрия,rx,"[{""source"": ""asna"", ""raw_mnn"": ""Метамизол натрия + Питофенон + Фенпивериния бромид"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метамизол натрия"", ""Питофенон"", ""Фенпивериния бромид""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Метамизол натрия"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Метамизол натрия""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Метамизол натрия"", ""source_count"": 2, ""sources"": [""asna"", ""vidal""]}, {""component"": ""Питофенон"", ""source_count"": 1, ""sources"": [""asna""]}, {""component"": ""Фенпивериния бромид"", ""source_count"": 1, ""sources"": [""asna""]}]","Метамизол натрия, Питофенон, Фенпивериния бромид","Метамизол натрия, Питофенон, Фенпивериния бромид",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Метамизол натрия, Питофенон, Фенпивериния бромид",False,,,
6569,344,СИНУСЭФРИН СПРЕЙ НАЗ. ФЛ. 15МЛ | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО | ТУЛЬСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА ООО,drug,,otc,Дексаметазон + Неомицин + Полимиксин B + Фенилэфрин,rx,Дексаметазон* + Неомицин* + Полимиксин B* + Фенилэфрин,rx,"Неомицин, Полимиксин В, Дексаметазон, Фенилэфрин",rx,,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""Дексаметазон + Неомицин + Полимиксин B + Фенилэфрин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Дексаметазон"", ""Неомицин"", ""Полимиксин B"", ""Фенилэфрин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""apteka"", ""raw_mnn"": ""Неомицин, Полимиксин В, Дексаметазон, Фенилэфрин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Неомицин"", ""Полимиксин В"", ""Дексаметазон"", ""Фенилэфрин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Дексаметазон* + Неомицин* + Полимиксин B* + Фенилэфрин"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Дексаметазон"", ""Неомицин"", ""Полимиксин B"", ""Фенилэфрин""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": null, ""field_type"": ""unknown"", ""canonical_components"": [], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Дексаметазон"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Неомицин"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Фенилэфрин"", ""source_count"": 3, ""sources"": [""uteka"", ""apteka"", ""asna""]}, {""component"": ""Полимиксин B"", ""source_count"": 2, ""sources"": [""uteka"", ""asna""]}]","Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B","Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B",resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,"Дексаметазон, Неомицин, Фенилэфрин, Полимиксин B",False,,,
6583,344,СИНТОМИЦИН ЛИНИМЕНТ 10% ТУБА 25Г НИЖФАРМ | НИЖФАРМ ОА | НИЖФАРМ ОА,drug,,otc,"D,L-хлорамфеникол",otc,"Хлорамфеникол [D,L]",rx,,,Хлорамфеникол,rx,"[{""source"": ""uteka"", ""raw_mnn"": ""D,L-хлорамфеникол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хлорамфеникол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""asna"", ""raw_mnn"": ""Хлорамфеникол [D,L]"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хлорамфеникол""], ""url"": null, ""parse_warnings"": []}, {""source"": ""vidal"", ""raw_mnn"": ""Хлорамфеникол"", ""field_type"": ""explicit_mnn"", ""canonical_components"": [""Хлорамфеникол""], ""url"": null, ""parse_warnings"": []}]","[{""component"": ""Хлорамфеникол"", ""source_count"": 3, ""sources"": [""uteka"", ""asna"", ""vidal""]}]",Хлорамфеникол,Хлорамфеникол,resolved_catalog,consensus,rx,unknown,False,False,,,unknown,unknown,Хлорамфеникол,False,,,
