product_id,normalized_text,baseline_attr_mnn,input_explicit_mnn,input_explicit_mnn_confidence,identity_gate_status,previous_catalog_mnn,previous_enrichment_mnn,previous_enrichment_status,pass_action,new_enrichment_called,new_enrichment_status,retry_count,new_mnn_enriched,new_rx_otc_enriched,new_age_enriched,final_candidate_mnn,final_mnn_method,needs_human_review,evidence_urls,research_summary,raw_artifact_path,identity_enrichment_run_id,label_mnn,label_rx_otc,label_age,label_source_match,label_final_method,label_notes,final_rx_otc,final_age,final_rx_otc_method,final_rx_otc_stage,final_rx_otc_source,final_rx_otc_confidence,final_rx_otc_reason,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_rx_otc,sem_age,catalog_rx_otc,catalog_age,previous_enrichment_rx_otc,previous_enrichment_age,identity_enrichment_rx_otc,identity_enrichment_age,rx_otc_candidates_json,age_candidates_json,label_rx_otc_notes,label_age_notes,needs_human_review_mnn,needs_human_review_rx_otc,needs_human_review_age,needs_human_review_any,review_priority,review_focus,audit_data_gaps
70,РОЗУВАСТАТИН-ТЕВА 20мг N90 таб. покрытые пленочной оболочкой Р-Фарм Новосёлки | Р-Фарм новосёлки ООО | Р-Фарм новосёлки ООО | N90,Розувастатин,Розувастатин,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Розувастатин,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
15062,ЛИЗИНОПРИЛ-ТЕВА ТАБЛ. 10МГ №30 Р-ФАРМ | Р-ФАРМ НОВОСЕЛКИ ООО | Р-ФАРМ НОВОСЕЛКИ ООО,Лизиноприл,Лизиноприл,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Лизиноприл,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
24945,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,Аторвастатин,Аторвастатин,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Аторвастатин,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
20122,ДИОСМИН ТАБЛ. П/ПЛЕН/ОБ. 600МГ №60 ОЗОН | ОЗОН ООО | ОЗОН ООО,Диосмин,Диосмин,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Диосмин,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,incorrect,,,возрастной сегмент - универсальный,otc,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=otc,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,otc,взрослые,,,,,,,"[{""value"": ""otc"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
21010,ГЛИЦИН ФОРТЕ ТАБЛ. ЗАЩЕЧН. И П/ЯЗЫЧН. 250МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Глицин,Глицин,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Глицин,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,incorrect,,,возрастной сегмент - универсальный,otc,unknown,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=otc,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,otc,,,,,,,,"[{""value"": ""otc"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",[],,,FALSE,FALSE,TRUE,TRUE,high,"[""age""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; Sem Age absent; catalog Age absent/unknown
777,ЭНАЛАПРИЛ АЛЬФАКТИВ ТАБЛ. 20МГ №20 | ОЗОН ФАРМ ООО | ОЗОН ФАРМ ООО,Эналаприл,Эналаприл,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Эналаприл,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,Аторвастатин,Аторвастатин,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Аторвастатин,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
4593,ТОРАСЕМИД ТАБЛ. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Торасемид,Торасемид,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Торасемид,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
4684,ТОЛПЕРИЗОН ТАБЛ. П/ПЛЕН/ОБ. 150МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,Толперизон,Толперизон,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Толперизон,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,correct,,,,rx,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,rx,взрослые,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]","[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,,FALSE,FALSE,FALSE,FALSE,low,"[""mnn""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown
15150,ЛИДОКАИН БУФУС Р-Р Д/ИН. 100МГ/МЛ АМП. 2МЛ №10 ОБНОВЛЕНИЕ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Лидокаин,Лидокаин,high,resolved_input_explicit,,,,skip_strong_input_mnn,FALSE,,0,,,,Лидокаин,input_explicit_mnn,FALSE,,pass_action=skip_strong_input_mnn; strong_input_explicit_accepted,redesign/artifacts/mnn_identity_enrichment_pass_searxng_raw.jsonl,461,correct,correct,incorrect,,,возрастной сегмент - взрослый,rx,unknown,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains RX/OTC=rx,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,rx,,,,,,,,"[{""value"": ""rx"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",[],,,FALSE,FALSE,TRUE,TRUE,high,"[""age""]",previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; Sem Age absent; catalog Age absent/unknown
