product_id,normalized_text,final_candidate_mnn,final_age,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_age,catalog_age,previous_enrichment_age,identity_enrichment_age,age_candidates_json,pass_action,identity_gate_status,new_enrichment_status,research_summary,evidence_urls,label_age,label_notes,needs_human_review_age,review_priority,audit_data_gaps,age_error_bucket,manual_expected_age_hint
9301,ПОЛЫНИ ГОРЬКОЙ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,Полыни горькой трава,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",reuse_existing_enrichment,resolved_enrichment,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,,incorrect,возрастной сегмент - взрослый,FALSE,low,catalog RX/OTC absent/unknown; catalog Age absent/unknown,wrong_age_segment,взрослые
1668,"ЧАБРЕЦА ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | Здоровье фирма ЗАО | Здоровье фирма ЗАО",Тимьяна ползучего трава,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный",,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",reuse_existing_enrichment,resolved_enrichment,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,,incorrect,возрастной сегмент - взрослый,FALSE,low,catalog RX/OTC absent/unknown; Sem Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
54,ГЕПАРИН 5000ЕД/мл 5мл N5 р-р для в/в и п/к введения Армавирская биологическая фабрика фгуп | Армавирская биологическая фабрика фгуп | Армавирская биологическая фабрика фгуп | N5,Гепарин натрия,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",reuse_existing_enrichment,resolved_enrichment,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,,incorrect,возрастной сегмент - взрослый,FALSE,low,catalog RX/OTC absent/unknown; catalog Age absent/unknown,wrong_age_segment,взрослые
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,Амлодипин,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",reuse_existing_enrichment,resolved_enrichment,,pass_action=reuse_existing_enrichment; identity_gate_already_used_enrichment,,incorrect,возрастной сегмент - взрослый,FALSE,low,catalog RX/OTC absent/unknown; catalog Age absent/unknown,wrong_age_segment,взрослые
3027,ФЛУОКСЕТИН КАПС. 10МГ №20 ОЗОН | ОЗОН ООО | ОЗОН ООО,Флуоксетин,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",new_enrichment,unresolved_catalog,ok,"status=ok | Category=Drug | mnn=Флуоксетин | RX_OTC=RX | Age=Универсальный | Флуоксетин является лекарственным средством (антидепрессантом) с действующим веществом флуоксетин (МНН). Согласно данным из Государственного реестра лекарственных средств (ГРЛС), препарат отпускается по рецепту (источник: grls.pharm-portal.ru). Инструкция по применению…",https://www.rlsnet.ru/active-substance/fluoksetin-264 | https://www.rlsnet.ru/drugs/fluoksetin-16275 | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/profluzak-kapsuly-20mg-21518/instrukciya | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/fluoksetin-kapsuly-20mg-25971/instrukciya | https://www.vidal.ru/drugs/molecule/433 | https://grls.rosminzdrav.ru/grls.aspx | https://www.vidal.ru/drugs/fluoxetine__13699 | https://www.rlsnet.ru/drugs/fluoksetin-16275 | https://www.vidal.ru/drugs/fluoxetine__13699 | https://www.asna.ru/product/fluoksetin/instruction/ | https://www.rlsnet.ru/active-substance/fluoksetin-264 | https://aptekamos.ru/tovary/lekarstva/fluoksetin-999/fluoksetin-kapsuly-10mg-26666/instrukciya,incorrect,возрастной сегмент - взрослый,FALSE,low,previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
16623,КОФЕИН-БЕНЗОАТ НАТРИЯ ТАБЛ. 100МГ №10 ТАТХИМФАРМПРЕПАРАТЫ | ТАТХИМФАРМПРЕПАРАТЫ АО | ТАТХИМФАРМПРЕПАРАТЫ АО,Кофеин,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",new_enrichment,unresolved_catalog,ok,"status=ok | Category=Drug | mnn=Кофеин | RX_OTC=RX | Age=Универсальный | Кофеин-бензоат натрия является лекарственным средством (препаратом), действующим веществом которого является кофеин. Согласно инструкциям, он оказывает психостимулирующее и аналептическое действие, блокируя аденозиновые рецепторы (источник: vidal.ru, aptekamos.ru). Препарат…",https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-rastvor-dlya-inekciyo-20-1ml-4682/instrukciya | https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-tabletki-100mg-4685/instrukciya | http://drugs.thead.ru/Kofein-Benzoat_Natriya | https://www.vidal.ru/drugs/coffein-benzoate_sodium__5094 | https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-rastvor-dlya-inekciyo-20-1ml-4682/instrukciya | https://allmed.pro/ru/drugs/kofein-benzoat-natrija | https://www.rlsnet.ru/drugs/kofein-benzoat-natriya-4430 | https://www.vidal.ru/drugs/coffein-benzoate_sodium__5094 | https://aptekamos.ru/tovary/lekarstva/kofein-459/kofein-benzoat-natriya-tabletki-100mg-4685/instrukciya | https://www.vidal.ru/drugs/coffein-benzoate_sodium__5094 | https://www.webapteka.ru/drugbase/name3346.html | https://www.rlsnet.ru/drugs/kofein-benzoat-natriya-4430,incorrect,возрастной сегмент - взрослый,FALSE,low,previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
7275,САНОВАСК ТАБЛ. П/КИШ/РАСТ/ПЛЕН/ОБ. 50МГ №30 | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацетилсалициловая кислота,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",new_enrichment,unresolved_catalog,ok,"status=ok | Category=Drug | mnn=Ацетилсалициловая кислота | RX_OTC=RX | Age=Универсальный | САНОВАСК содержит действующее вещество ацетилсалициловую кислоту (АСК) (источник: lsgeotar.ru). Препарат выпускается в форме таблеток кишечнорастворимых, покрытых пленочной оболочкой, 50 мг (источник: vidal.ru). Согласно инструкции, препарат применяется для профилактики…",https://www.vidal.ru/drugs/sanovasc | https://www.lsgeotar.ru/drugs/sanovasc-AEUn | https://www.rlsnet.ru/drugs/sanovask-75403 | https://grls.rosminzdrav.ru/ | https://www.lsgeotar.ru/drugs/sanovasc-ADcV | http://drugs.thead.ru/SANOVASK | https://www.rlsnet.ru/drugs/sanovask-75403 | https://www.vidal.ru/drugs/sanovasc | https://medvisor.ru/medicine/drug/sanovask_39420/ | https://grls.rosminzdrav.ru/ | https://avexima.ru/upload/iblock/5f4/o5oavm0mg1b7f5j7f1mqrnipexcx4gc0.pdf | https://www.webapteka.ru/drugbase/name53516.html,incorrect,"препарат otc, возрастной сегмент - взрослый",FALSE,low,previous enrichment RX/OTC absent; Sem RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; Sem Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
88,ГЕСПЕРИДИН+ДИОСМИН 100мг+900мг N30 таб. покрытые пленочной оболочкой Алиум АО | Алиум АО | Алиум АО | N30,"Гесперидин, Диосмин",универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",new_enrichment,unresolved_catalog,ok,"status=ok | Category=Drug | mnn=Гесперидин, Диосмин | RX_OTC=OTC | Age=Универсальный | Препарат Гесперидин+Диосмин является лекарственным средством (ангиопротекторным и венотонизирующим). Действующие вещества: гесперидин и диосмин (МНН). Согласно данным с сайта ЗдравСити, препарат отпускается без рецепта. Инструкция по применению доступна на официальных ресурсах,…",https://www.rlsnet.ru/active-substance/gesperidin-diosmin-518 | https://megapteka.ru/specials/guide_gesperidin-diosmin-instrukciya-po-4379 | https://medi.ru/instrukciya/diosmin-gesperidin-verteks_19523/ | https://aptekamos.ru/tovary/lekarstva/gesperidin-diosmin-14901/diosperidin-tabletki-50mg-450mg-106298/instrukciya | https://www.vidal.ru/drugs/molecule/496 | https://megapteka.ru/specials/guide_angiorus-instrukciya-po-2691 | https://megapteka.ru/specials/guide_venozol-instrukciya-po-7166 | https://megapteka.ru/specials/guide_flebaven-instrukciya-po-6020 | https://velpharm.group/catalog/dioridinvel/ | https://zdravcity.ru/p_gesperedin-diosmin-tabletki-p-o-plen-100mg-900mg-30sht-0184812.html | https://medum.ru/gesperidin-diosmin-mnn | https://zdravcity.ru/p_diosmin-gesperidin-verteks-tab-p-o-pljon-500mg-n30-0119927.html,incorrect,возрастной сегмент - взрослый,FALSE,low,previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
19198,ЗВЕРОБОЯ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",new_enrichment,unresolved_catalog,ok_partial,"status=ok_partial | Category=Drug | RX_OTC=OTC | Age=Универсальный | Зверобоя трава является лекарственным средством (ЛС) согласно данным Государственного реестра лекарственных средств (ГРЛС) и других источников. МНН (международное непатентованное название) в предоставленных результатах поиска не указано, поэтому оно не определено. Препарат…",https://pharmproduct.ru/drugs/zveroboia-trava | https://www.lsgeotar.ru/drugs/st-johns-wort-herb-BBOD | https://www.rlsnet.ru/drugs/zveroboya-trava-4291 | https://health.mail.ru/drug/zveroboya-trava/ | https://www.rlsnet.ru/drugs/zveroboya-trava-4291 | https://health.mail.ru/drug/zveroboya-trava-1/ | https://medi.ru/instrukciya/zveroboya-trava_19776/ | https://www.lsgeotar.ru/cs/zveroboya-trava-12211.html | https://www.vidal.ru/drugs/hyperici_herba__30245 | https://www.vidal.ru/drugs/hyperici_herba__28959 | https://www.pharmcontrol.ru/reference/inn/400/ | https://www.pharmcontrol.ru/registry/drugs/16633/,incorrect,"Drug (Трава зверобоя), ОТС, Взрослый",TRUE,high,previous enrichment RX/OTC present but status not ok; catalog RX/OTC absent/unknown; previous enrichment Age present but status not ok; Sem Age absent; catalog Age absent/unknown,unknown_should_be_resolved,взрослые
486,ЭСЦИТАЛОПРАМ КАНОН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №28 | КАНОНФАРМА ПРОДАКШН ЗАО | КАНОНФАРМА ПРОДАКШН ЗАО,Эсциталопрам,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",new_enrichment,unresolved_catalog,ok,"status=ok | Category=Drug | mnn=Эсциталопрам | RX_OTC=RX | Age=Универсальный | Эсциталопрам Канон является лекарственным средством (антидепрессантом, СИОЗС). Действующее вещество (МНН) — эсциталопрам (источник: Здравсити, РЛС). Препарат применяется при депрессии, панических расстройствах и других показаниях (Здравсити). Инструкция указывает, что для…",https://www.rlsnet.ru/drugs/escitalopram-66941 | https://aptekamos.ru/tovary/lekarstva/escitalopram-8473/escitalopram-kanon-tabletki-20mg-91410/instrukciya | https://www.rlsnet.ru/drugs/eliceya-39239 | https://www.rlsnet.ru/drugs/cipraleks-24934 | https://aptekamos.ru/tovary/lekarstva/escitalopram-8473/escitalopram-kanon-tabletki-20mg-91410/instrukciya | https://www.rlsnet.ru/active-substance/escitalopram-2668 | https://www.rlsnet.ru/drugs/escitalopram-66941 | https://www.asna.ru/product/estsitalopram/instruction/ | https://zdravcity.ru/p_jescitalopram-kanon-tabletki-pokrytye-plenochnoj-obolochkoj-10mg-56sht-0269000.html | https://zdravcity.ru/p_jescitalopram-kanon-tab-p-o-plen-10mg-n28-0089809.html | https://zdravcity.ru/p_jescitalopram-kanon-tab-p-o-plen-20mg-n28-0089808.html | https://t-j.ru/list/psychiatric-drugs-russia/,incorrect,возрастной сегмент - взрослый,FALSE,low,previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
1765,ЦИПРОТЕРОН-ТЕВА ТАБЛ. 50МГ №50 | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О. | ТЕВА ЧЕШСКИЕ ПРЕДПРИЯТИЯ С.Р.О.,Ципротерон,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",new_enrichment,unresolved_catalog,ok,"status=ok | Category=Drug | mnn=Ципротерон | RX_OTC=RX | Age=Универсальный | Ципротерон-Тева — лекарственный препарат, содержащий действующее вещество ципротерон (МНН). Согласно инструкции, он применяется для лечения рака предстательной железы у мужчин и симптомов андрогенизации у женщин (например, тяжелый гирсутизм, акне). Препарат отпускается по…",https://medi.ru/instrukciya/tsiproteron-teva_381/ | https://www.lsgeotar.ru/drugs/cyproterone-teva-AB0h | https://aptekamos.ru/tovary/lekarstva/ciproteron-1104/ciproteron-teva-tabletki-50mg-26637/instrukciya | https://www.vidal.ru/drugs/cyproterone-teva__6350 | https://www.lsgeotar.ru/drugs/cyproterone-teva-ACdc | https://health.mail.ru/drug/tsiproteronteva/ | https://medi.ru/instrukciya/tsiproteron-teva_381/ | https://www.vidal.ru/drugs/cyproterone-teva__6350 | https://health.mail.ru/drug/tsiproteronteva/ | https://aptekamos.ru/tovary/lekarstva/ciproteron-1104/ciproteron-teva-tabletki-50mg-26637/instrukciya | https://www.rlsnet.ru/drugs/ciproteron-teva-21548 | https://www.webapteka.ru/drugbase/name15462.html,incorrect,возрастной сегмент - взрослый,FALSE,low,previous enrichment RX/OTC absent; catalog RX/OTC absent/unknown; previous enrichment Age absent; catalog Age absent/unknown,wrong_age_segment,взрослые
